,title,internal_id,url,description,responsibilities,qualifications,direction,company,depart_company,LocationName,publish_date
10,Alibaba Cloud Intelligence Business Development Manager (SMB) Indonesia,YBJTwwgY2%2FqrhRLFzrv3pw%3D%3D,https://careers.alibaba.com/positionDetail.htm?positionId=YBJTwwgY2%2FqrhRLFzrv3pw%3D%3D,"1. Carry out annual GAAP revenue target to sell Alibaba Cloud global solutions to enterprises and small / medium clients 2. Develop channel partnership to leverage business communities to sell Alibaba Cloud global solutions 3. Build strong sales pipelines, help enhance customer onboarding and partner enablement programs 4. Provide trainings and workshops to customers and partners to enhance brand awareness and improve collaborations 5. Provide overall pre-sales and post-sales support at account level to help customers and channel partners with Alibaba Cloud consumption and ensure overall customer satisfaction 6. Be a team player to help the team hit its overall revenue target and build solid ecosystem by offering internal cross trainings, knowledge and experience sharing, and contributing to teamwork spirit 7. Work with HQ back office functional lines to collaborate and contribute to overall product, solution and operation enhancements 8. Focus on the growth of SMB customers and collaborate with solution partners for implementation",Nan,"- Excellent interpersonal communication skills; presentation, and written communication skills - 3-5 years of sales experience in related field targeting IT and technology sectors, with trackable sales records - Strong nationwide or regional business communities engagement experience is a plus - Experience with partnership, alliance program and channel platform is preferred - Comfortable working in a global company with culture diversity and fast paced growth - Ability to direct collaborative efforts of resources within a large organization, including internal resources, external resources and other constituent groups as appropriate - Ability to manage change, resolve conflicts and ensure collaboration within teams and / or units; maintaining the highest standards of ethical conduct and integrity - Exceptional organizational skills with the ability to manage several projects simultaneously with a sense of urgency - Ability to work in a fast-paced environment - Obtaining Alibaba Cloud or other public Cloud vendors' certificate is a plus - Native in Bahasa Indonesia, Fluent in English, Chinese is a big plus",Market Development - BD,Alibaba,印尼业务拓展,"Jakarta Raya,Indonesia",Nan
11,Alibaba Cloud Intelligence Business Development Manager (Hybrid Cloud) Indonesia,ATdXyqshhwBynrqZKTYl_Q%3D%3D,https://careers.alibaba.com/positionDetail.htm?positionId=ATdXyqshhwBynrqZKTYl_Q%3D%3D,"1. Recruit flagship enterprise customers in overseas market and migrate them onto Alibaba cloud. 2. Establish local partner ecosystem to expand the business. 3. Carry out the KPI of total market consumption, including on-line customer acquisition. 4. Help on local marketing events to recruit customers. 5. Other international assignment as assigned.",Nan,"1. Knowledge and experience of working as a Sales or BD in an international market. 2. Able to work independently in a remote market and achieve result in highly stressful environment. 3. Excellent English communication skills. 4. Cloud related knowledge 5. Vertical understanding in government, TELECOMS, Retail and etc. . .",Market Development - BD,Alibaba,混合云拓展部,"Daerah Khusus Ibukota Jakarta,Indonesia",Nan
12,Alibaba Cloud Intelligence Project Manager / Senior Project Manager Thailand,B9X0J26%2Fr39Lcd0b07%2FdSw%3D%3D,https://careers.alibaba.com/positionDetail.htm?positionId=B9X0J26%2Fr39Lcd0b07%2FdSw%3D%3D,"Effectively plan, organize, and supervise the delivery of large, complex projects while managing risks and issues to minimize the impacts caused by unnecessary scope, budget, and schedule changes. Proactively build trusted working relationships with internal functions and external partners to drive the project achievements and optimize project implementations. Collaborate with BD team to influence key stakeholders of customer on project scope, solutions, budget, and schedule. Communicate project updates, escalation of risks / issues to multiple levels of management, including internal and external executive leadership teams. Coordinate with other internal teams to improve project delivery process and system.",Nan,"7+ years’ experience on enterprise management software implementation, preferably for retail and manufacturing industries digital transformation. Strong customer focus and extreme ownership of solving issues to meet deadline, under uncertainty and pressure. Lead with influence and strong track record of business and technology partnerships Knowledge of Alibaba Cloud or other mainstream cloud providers. PMP, PRINCE II, Strum certification, or degree in a relevant field (Marketing, Finance, Operations Management and Systems Engineering) is a plus Excellent written and verbal communication skill in Mandarin, Thai, and English.",Engineer-General,Alibaba,GKA CSC,"Bangkok,Thailand",Nan
13,Ant Group Senior Product Counsel International BG,VyJInABYLfeW6V3hv6c6BA%3D%3D,https://careers.alibaba.com/positionDetail.htm?positionId=VyJInABYLfeW6V3hv6c6BA%3D%3D,"We are seeking a senior product counsel to support “Alipay+” payment and marketing solutions. Alipay+ payments is a B2B payment solution enabling mobile payment apps to be accepted at global merchants. We partner with fintech players and banks on a global scale, providing product solutions for online payments and for offline payments leveraging Alipay’s QR code technology. Alipay+ marketing comprises a digital rewards platform for mobile payment app users, and other tech solutions to enable merchants to connect with buyers “in the palm of their hand” through mobile apps. This role can be based out of Singapore, Hong Kong or Shanghai and will be part of a collaborative, sophisticated and experienced legal team supporting Alipay+ payment and marketing. He / she will report to Legal Director, Lead Counsel Alipay+, who in turn reports to the head of Ant’s International Legal Team. - This individual will be legal point person for the Alipay+ marketing solutions business team, providing full legal support for cross-jurisdictional roll-outs of new digital marketing products and initiatives. At the same time, he / she will be legal lead for projects across the full range of Alipay+ payment and marketing initiatives, focusing on specific countries in the Asia region. - This individual will play a key role from inception to launch of new products, advising on contract structure and product design to make sure that we comply with relevant regulations while meeting our customers’ needs. He / she will draft and negotiate commercial contracts with fintechs, banks, global merchants, Saas providers, app operators, and other partners, and draft and maintain user T&Cs. He / she will work closely and actively align with subject matter experts in compliance, AML, data privacy and IP, as well as stakeholders in product, tech engineering, risk, finance and tax. - With a focus on specific Asian countries, this individual will also be our in-team expert on applicable laws and regulations in these countries, staying up to date on the latest regulatory developments relating to payments, marketing and digital marketing / ad tech. - This individual will be a core member of the Alipay+ legal team, within the larger Ant International Legal team – a supportive team of seasoned legal professionals. He / she will help us to develop and maintain a scalable contractual framework and user friendly legal and regulatory knowledgebase, and actively contribute to our continuous efforts to increase our team’s work efficiency and effectiveness.",Nan,"- Juris Doctor or equivalent in good standing - Qualified to practice law in the United States, England and Wales, Singapore, Hong Kong, the PRC, Canada or Australia - At least 10 years of legal work experience. In-house experience, ideally in the financial services, fintech or digital marketing space, will be viewed favorably. - Fluent in English and strongly proficient or fluent in Mandarin (speaking and reading); additional language skills will be viewed favorably. - Experience and well-honed skills in assessing regulatory / compliance requirements, ideally in relation to payments, financial services, digital marketing or technology products / platforms - Strong commercial contract skills – contract structuring, drafting and negotiation / execution. Ability to see the bigger picture and ensure that the contract meets commercial objectives and supports business scalability, while protecting against key risks. - Capable of making nimble and reasoned judgment calls, and practically assessing risk. - Strong experience and skills in project management. Proactive in undertaking necessary legwork for informed decision-making and achieving internal alignment and buy-in across functional teams to progress workstreams. - Strong communication skills; capable of communicating key developments and risks in a succinct and persuasive manner. Well-honed sensitivity to client-minded, business-centric messaging. - Strong sense of ownership for supporting business’ commercial objectives, and interest in actively following business and technological developments relating to the global payment, fintech and digital marketing industry. - Ability to effectively manage external counsel, and obtain useful advice even on “gray area” issues. - Adaptable with an open mindset. Ready and able to adjust to a cross-cultural, entrepreneurial and fast-moving work environment. Preferred: - Law firm and in-house experience in financial services or technology industries, ideally in the payment, fintech or digital marketing / ad tech space - Experience advising on legal or regulatory aspects of financial or technology products and services, ideally in the payment, fintech or digital marketing / ad tech space",Integration - Legal affairs,Alibaba,AC和国际汇款,"Singapore,Singapore",Nan
14,Cainiao Network Port Manager in East / West US Global Export BU,Fp_4xxEHNwLylzZLC%2FRNuQ%3D%3D,https://careers.alibaba.com/positionDetail.htm?positionId=Fp_4xxEHNwLylzZLC%2FRNuQ%3D%3D,1. Be in charge of the operation at JFK port for all importing shipments and all port-related business; 2. Be responsible for managing the shipments from linehaul landing to the delivery to the last mile partner. 3. Be responsible for truck network arrangement and ensure an on-time performance of trucking operation.,Nan,"1. Be familiar with the cross-board logistics business, at least 2 years perience related to port operation. 2. Enthusiasm,optimism, and strong teamwork skills are required. 3. Strong critical thinking and quick learning ability are required. 4. Ability to execute the action quickly.",Operations - Industry operations,Alibaba,北美地区运营,"Los Angeles,California,United States",Nan
15,Cainiao Network Business Development Manager Forwarding (Global supply chain),nhoZIDxoPhZqZM3CFk5IqA%3D%3D,https://careers.alibaba.com/positionDetail.htm?positionId=nhoZIDxoPhZqZM3CFk5IqA%3D%3D,"Cainiao as important logistics strength of Alibaba Group, stick to establish a supply chain and logistics network between China - Europe, serve millions of Alibaba. com and ecommerce traders. We believe the edging technology and traditional forwarding together can burst innovation for the industry. We are looking for highly motivated BD Expert to join our talent team to help scale our growing Netherland local sales and enhancement service. BD roles experienced in ocean / air forwarding sales for varied customers are highly welcomed. RESPONSIBILITIES: * Drive new business in sectors, major in retail & consumer goods, health care and e-commerce, formulate new business develop plan based on target vertical segment or targeted customers. * New business development with focus on China-Europe export service including air and ocean and meet objectives and budget on new business gain. * Well organize customer meetings and sales visits and able to provide & present tailored and innovative solutions to potential customers. * Lead in engagements and strategic customer interfaces with key contacts to identify further business opportunities with existing and potential customers. * Collaborate with Chinese BD team and handle sales lead properly. * Work on customer RFQ / RFP responses, manage the bid process and work closely with China team * Market, industries and competitors information collect and analyze.",Nan,"BASIC QUALIFICATIOINS * 3+ years in air / ocean forwarding business as sales role, dedicated for European local customers. * Solid business development experience in global forwarding / international trading territories. * Proven success in business development, sales number and customer pipeline * Team player is a must, vision of full business scope and network PREFERRED QUALIFICATIOINS Major in trading / logistics / commerce is a plus. Solid understanding of logistics / forwarding / supply chain management / e-commerce Ability to effectively handle multiple projects and tasks simultaneously Good communication and interpersonal as well as strong relationship building skills Superior customer relationship management skills Both English and Chinese written and verbal skills at profession level",Sales - Direct sales,Alibaba,国际运输部,"Amsterdam,Netherlands",Nan
16,Alibaba Group Alibaba. com - Business Development Manager B2B Germany,AY50GlIX5Sxk3ecKIHLsfg%3D%3D,https://careers.alibaba.com/positionDetail.htm?positionId=AY50GlIX5Sxk3ecKIHLsfg%3D%3D,"About Alibaba. com Launched in 1999, Alibaba. com is the leading platform for global wholesale trade. We serve millions of buyers and suppliers around the world. As part of the Alibaba Group, our mission is to make it easy to do business anywhere. We do this by giving suppliers the tools necessary to reach a global audience for their products, and by helping buyers find products and suppliers quickly and efficiently. Alibaba. com brings you hundreds of millions of products in over 40 different major categories, including consumer electronics, machinery, and apparel. Buyers for these products are located in over 200 countries and exchange hundreds of thousands of messages with suppliers on the platform each day. While Alibaba. com is one of the largest B2B platforms globally already, in Europe it is in its infancy. We are looking for you to be part of the recently founded team. The German headquarters are located in the very center of Munich, right at Viktualienmarkt. Be prepared to roll up your selves and shape the future of international B2B. Consider this opportunity and reach out to us now! Job Description – This is what you will work on: - You are responsible for the acquisition and growth of our partners, who onboard clients in Germany, Austria, and Switzerland to Alibaba. com. You create successful and lasting relationships with our partners to foster international B2B business - You identify our next Sales and Service partners: you prospect networks of professionals, identify decision-makers, and engage with potential partners at C-level in Germany, Austria, and Switzerland - You prioritize and deliver outstanding experiences to Alibaba. com's partners. - You develop and incubate existing partner relationships, you run regular communication with their management team and co-develop their sales and service strategies to grow their business - You grow into an international platform expert to support, train, and coach our partners to effectively educate clients to grow their engagement with us. - And last and most importantly, you are the brand ambassador of Alibaba. com, leverage various types of communication strategies (e. g. , PR, webinars, social, events) with our partners",Nan,"Job Requirements - This is how you can impress us: - International work experience, ideally business development in the digital industry, digital marketing, marketplace, e-commerce solutions, advertising sales, and / or business consulting. Experience in B2B or export would be a plus - Experience in relationship building, leading contractual sales negotiations, and account management with a focus on partner management - Ability to successfully develop new business opportunities. - An agile mindset to lead and manage multiple projects simultaneously - Ability to communicate efficiently, navigate through ambiguity, and clarify priorities - Entrepreneurial thinking and independent working, dynamic, ambitious, and self-motivated. - Strategically manage complex issues and derive recommendations and actions for sales and service solutions. - Excellent written and verbal communication skills in German and English. Mandarin would be a plus",Market Development - BD,Alibaba,意大利,"Munich,Germany",Nan
17,Alibaba Group Channel Manager - Alibaba. com Business Italy,Zwr_SSgyuUHFVIjfBzGBbA%3D%3D,https://careers.alibaba.com/positionDetail.htm?positionId=Zwr_SSgyuUHFVIjfBzGBbA%3D%3D,"a) Prioritize and deliver outstanding experiences to Alibaba. com's Sales and Service Partners. b) Engage with C-level and B-level Partners' Managers to develop sales and service strategies to grow thier business through Alibaba. com sales, while securing partners' profitability, clients success, and Alibaba. com priorities c) Influencing and managing the key moments of the sales cycle (e. g. lead generation, lead nurturing, sales pitch, clients onboarding and success, incentives, partnership agreement, etc. ) d) Delivering trainings and coaching to external sales forces to enable partners' sales agents to effectively educate local SMEs e) Proactively scout and onboard new Partners to ensure long term success on the Italian market f) Become a Platform Expert in order to develop knowledge and skills among Partners and Clients g) Be a Spokesman / woman representing Alibaba. com leveraging different type of communication strategies such as PR, Webinars, Events, Partnership, etc.",Nan,"a) 5+ years experience in business development within the digital industry, digital marketing, marketplace and e-commerce solutions, advertising sales, or in consulting, b) Experience in improving business relationships focused on Customer Service and Partner Management and successfully developing new business opportunities c) Demonstrated ability to lead and manage multiple projects simultaneously, with a broad range of internal and external stakeholders (C-level and B-level) d) Demonstrated ability to think strategically about complex issues and develop recommendations and action plans among Sales and Service solutions (balance between short and long terms success) e) Experience in BtoB and Export solutions and products is a plus f) Entrepreneurial mindset and ability to work independently g) Ability to speak and write in Italian and English fluently. Chinese is a plus",Market Development - BD,Alibaba,意大利,"Milano,Italy",Nan
18,Ant Group Business Development Manager (GSA Digital Entertainment) International BG,HgYCVspB%2F5HiKVybUasBCA%3D%3D,https://careers.alibaba.com/positionDetail.htm?positionId=HgYCVspB%2F5HiKVybUasBCA%3D%3D,"Ant Group is looking for a highly motivated Business Development colleague to build our digital business in Asia. You will work closely with the global and regional teams to grow and manage global accounts within the digital entertainment space. This role requires the ability to be resourceful, action-oriented with strong organisational skills and attention to detail. The ideal candidate will be able to thrive under pressure and enjoys managing multiple stakeholders to drive towards a desired outcome. As the Business Development Manager covering Global Strategic Accounts, your goal is to sell Alipay+ Payment Solutions to large global corporations as well as deepen our acquiring product capability. - Generate new business, negotiate deals and close contracts for Ant Group, specifically in the Digital Entertainment sector - Conduct market landscape study and build pipeline of strategic business opportunities with a focus on digital entertainment solutions - Collaborate across different functions to initiate, negotiate, and operationalise complex engagements between internal and external stakeholders to grow Alipay payment product solutions - Support strategy initiatives with product and operation teams e. g. market expansion, performance monitoring and optimization",Nan,"We are looking for an expert with direct experience working with at least one of the following fields: Fintech, acquirer, network, wallet, payment method or other relevant payment-related field. - You're a proven deal closer and strong communicator and storyteller - You have prior experience (at least 3+ years) in a Sales role selling complex enterprise software or financial service within the internet / digital sector - You have a relevant business network in South-East Asia - You possess the ability to work independently, as well as collaboratively in a fast-paced work environment - You are highly organized and enjoy working in a fast-paced and dynamic environment",Market Development - BD,Alibaba,GSA BD,"Singapore,Singapore",Nan
19,"Alibaba Cloud Intelligence Product Solutions Architect Manila, Philippines",zxup%2FeeCeDsoYFPbQB9dLg%3D%3D,https://careers.alibaba.com/positionDetail.htm?positionId=zxup%2FeeCeDsoYFPbQB9dLg%3D%3D,"1. As a product subject matter expert, provides training and enablement to the account team and SA team for the Alibaba Cloud utility products which not limited to compute, storage, network, security and so forth. 2. Provides support in the regional events and marketing program to evangelize Alibaba Cloud utility products and solutions to end customers. 3. Provide optimized solutions and best practices to customers by leveraging the product capabilities and key features of Alibaba Cloud utility products. 4. Understand and feedback on customers’ needs and requirements to improve the Alibaba Cloud utility products and services. 5. Track the key industries' development trends and technology change direction, and be able to act as a trusted advisor to customers for their optimization on the cloud. 6. Expand the Alibaba Cloud Eco-system by working closely with third-party ISVs, and developing position papers and advocacy documents to support advocacy goals. Aligning policy positions across key functions (business, security, legal and government affairs) to ensure the consistency of position by following the Alibaba business core policy. 7. Create channels, systems and processes to support the development of the public policy function, including collaboration tools and channels for use with internal stakeholders, information-sharing resources and mechanisms to improve collaboration efficiency. 8. Support the legal compliance team, and contribute to team documents, project management and cross-geographical or regional initiatives. Provide analysis on public policy objectives, goals and regulatory trends. To enhance the accuracy and relevance of compliance legal analysis. 9. This role reports to the Head of the Architect department. The successful candidate must be dynamic and inquisitive, enthusiastic about technology, enjoys working hard and being continually challenged, and demonstrates sound judgment even in ambiguous situations.",Nan,"1. 5+ years of pre-sale solution architect experience in design, implementation, consulting, and marketing in IaaS products, including compute, storage, network, security, etc. 2. Have proficient business communication skills as a bridge between the customers and the product development team. 3. Have good documentation skills to express architectural planning clearly and be proficient in writing technical documents including proposals, use cases, references and etc, fluently in both English and Chinese language. 4. Have Cross-functional leadership experience. Be able to drive and coordinate complex projects and achieve the final result. 5. Excellent teamwork spirit, professionalism and stress resistance. Bonus points: 1. Solid experience in VMware or Openstack technology. 2. Experience in solution architectural design in other public clouds such as Azure, AWS, Huawei Cloud, etc. 3. Experience in research and development or product management in other public clouds such as Azure, AWS, Huawei Cloud, etc. 4. Have ACE / ACP / CCIE / CCNP or equivalent network or cloud network certificate. 5. Experience in storage solutions or technologies such as big data, data lake, AI, backup, disaster recovery or continuous data protection.",Technology - Integration,Alibaba,技术架构部,"Manila,Philippines",Nan
20,Cainiao Last Mile Delivery Operation Executive Global Export BU,%2FKcKOCCKS_8luJd9lcQWDg%3D%3D,https://careers.alibaba.com/positionDetail.htm?positionId=%2FKcKOCCKS_8luJd9lcQWDg%3D%3D,"1、Source and recruit parcel delivery partners (fleet and last mile distributor), to build a parcel delivery network; 2、Mexico land trunk line transportation management, distribution station management, last mile network planning，to ensure the normal operation of the parcel network； 3、Responsible for lead time, complaint rate, average cost and other indicators; 4、Find and solve problems through on-site and data, and find ways to reduce costs and improve timeliness.",Nan,"1、Be familiar with the partners delivery process and last mile network construction, with at least 3-year experience in this field; 2、Can adapt to travel to other regions to a certain extent, with entrepreneurial spirit and problem-solving ability, and willing to find opportunities on the spot; 3、Excellent communication and execution skills； 4、Spanish as mother tongue, communicate in English smoothly.",物流-仓配规划,Alibaba,拉美地区运营,"Mexico City,Mexico",Nan
