,title,internal_id,url,description,responsibilities,qualifications,company,location,department,publish_date
10,Alibaba - CBO Commercial Brand Management Brand Manager-Fashion,K_YkfGjImseywReG4vFh4w%3D%3D,https://careers.alibaba.com/positionDetail.json?_api=getPositionDetail&_mock=false&positionId=K_YkfGjImseywReG4vFh4w%3D%3D,"1. Participate in the creation of the JBP and follow the performance to ensure agreed targets with each brand. Participate in the review in a weekly, monthly and quarterly bases. 2. Support the Brands in their daily operation activity in the platform offering guidelines and help when needed. 3. Manage the negotiated marketing funds from brands to ensure external traffic resources, in app visibility, search boost tools, campaigns exposure and any other marketing activity to boost GMV. Coordinate with internal teams promotional, marketing and traffic resources to balance brands investment. 4. Ensure brand full product assortment and price competitiveness to get most traffic to the Brand Flagship Stores. 5. Negotiate with brands promotional deals for special marketing and promotional activities. Coordinate with internal stakeholders brands special events. 6. Promotional planning: Anticipate seasonal promotional calendar set up matching markets trends and customer needs. 7. Manage main brands performance metrics (GMV, traffic, ASP, CR, SNAD, NR…) by internal data sources and use the data to improve brand performance. 8. Support brands on technical guidance to scale up brands connect their catalogue with ISV, basic support needs to be given.","- Degree in Economics, Engineering or Sciences (Post-graduate / Masters, especially MBA from top tier school is a plus). - 3-5 years of professional experience in a vendor account management, project management, and / or buyer position. - 2+ years of experience in an ecommerce platform, or in an online channel with minimum market place knowledge. - Strong business judgment with a track record of successful relationship management. - Solid analytical skills (including advanced excel and database analysis). - Proofed track record of strong negotiation skills. - Excellent inter-personal skills, being able to work collaboratively across internal and external teams in a decentralized work environment.",,Alibaba,"Madrid,Spain",Arise,2022-08-10 11:37:45
11,Alibaba Cloud Intelligence Business Development Manager (Hybrid Cloud) Indonesia,ATdXyqshhwBynrqZKTYl_Q%3D%3D,https://careers.alibaba.com/positionDetail.json?_api=getPositionDetail&_mock=false&positionId=ATdXyqshhwBynrqZKTYl_Q%3D%3D,"1. Recruit flagship enterprise customers in overseas market and migrate them onto Alibaba cloud. 2. Establish local partner ecosystem to expand the business. 3. Carry out the KPI of total market consumption, including on-line customer acquisition. 4. Help on local marketing events to recruit customers. 5. Other international assignment as assigned.","1. Knowledge and experience of working as a Sales or BD in an international market. 2. Able to work independently in a remote market and achieve result in highly stressful environment. 3. Excellent English communication skills. 4. Cloud related knowledge 5. Vertical understanding in government, TELECOMS, Retail and etc. . .",,Alibaba,"Daerah Khusus Ibukota Jakarta,Indonesia",混合云拓展部,2022-04-01 07:45:20
12,"Alibaba Cloud Intelligence Business Development Manager (Key Account) Seoul, South Korea",QcfO0QVg0fp0o53Haa6Rpg%3D%3D,https://careers.alibaba.com/positionDetail.json?_api=getPositionDetail&_mock=false&positionId=QcfO0QVg0fp0o53Haa6Rpg%3D%3D,1. Recruit enterprise customers in Korea and setup the cooperation with Alibaba cloud. 2. Maintain relationship with customers and cross-sell products or services to existing customers; 3. Cooperate with technical team to solve customer problems; 4. Help on local marketing events to recruit customers; 5. Assist in local market expansion including on-line customer acquisition; 6. Assist for online leads filtering and follow-up;,"1. Majored in computer science / communications technology / engineering or equivalent field; 2. 7+ years working experience in Sales or BD in Korea market; 3. Able to work independently and demonstrate ability to achieve result in highly stressful environment; 4. Possess Cloud related knowledge is preferred; 5. Strong interpersonal skills to work effectively with customers and teammates; 6. Excellent verbal and written communication skills, including English or Chinese; 7. Able to work with teammates with different culture. 8. Candidates with Alibaba Cloud certifications (ACP or ACE) will be considered first.",,Alibaba,"Seoul,Korea",韩国,2022-04-02 04:05:25
13,Alibaba Cloud Intelligence Solutions Architect South Korea,C0fAk3PrGMTmAr8%2Fsv3xnA%3D%3D,https://careers.alibaba.com/positionDetail.json?_api=getPositionDetail&_mock=false&positionId=C0fAk3PrGMTmAr8%2Fsv3xnA%3D%3D,"1. Create and present solution architecture designs to C-level / senior personnel. 2. Responsible for understanding the requirements of customers and partners, and provide appropriate technical cloud solutions and architecture designs based on Alibaba Cloud cloud services. 3. Provide assistance to Alibaba Cloud customers and partners in migrating their existing IT system onto Alibaba Cloud platforms. 4. Responsible for demo development and testing Alibaba Cloud services.","1. A background in IT, computer science and / or cloud computing with a good understanding of networking, servers, storage systems, enterprise applications and the cloud. 2. A minimum of 5 years experience working and consulting on enterprise architecture design and has a strong understanding of customer needs and requirements. Experience working or studying abroad is preferred. 3. Expert knowledge and understanding of cloud architecture design and familiar with architecture methodology and practice in internet based applications / websites. Must also be familiar with procedures and tools for application migration and cloud / virtualization solutions for enterprise customers. 4. Excellent writing, proofreading and editing skills. Able to create documentation that can express cloud architectures using text and diagrams. 5. Nice to have one of the industry experience from Internet, Retail, Enterprise Service. . . 6. Able to work under high pressure, a quick learner with a passion for cloud technology. Able to think strategically about businesses, products and technical challenges. 7. Excellent verbal and written communication skills, including English or Chinese; 8. Candidates with Alibaba Cloud certification (ACP) will be considered first.",,Alibaba,"Seoul,Korea",韩国,2022-04-02 04:07:23
14,Alibaba Group Finance Manager Singapore,3LVQhz5ew_Ha2YkWvTL3TA%3D%3D,https://careers.alibaba.com/positionDetail.json?_api=getPositionDetail&_mock=false&positionId=3LVQhz5ew_Ha2YkWvTL3TA%3D%3D,"* Partner with cross-functional teams through financial and management planning, lead the regular analysis on P / L, B / S and Cashflow, and able to draw business insights for BU finance leaders * Conduct regular evaluation and ensure all legal entities in the region are effectively managed from local statutory compliance perspective, work closely with the country finance team to identify and mitigate risks * Continually automate, streamline, and improve current reporting, operational and accounting processes to improve business efficiency in the region * Works closely with cross-functional stakeholders to drive business growth from strategy through execution, including legal entity establishment / set up as well as external statistic reporting and being a key contributor on relevant official license application process * Continually strengthen the framework of legal entity management in the region; Lead and support project where you get an opportunity to define the problem, come up with hypothesis, engage stakeholders to shape the solution and ultimately implement the change * Drives process and systems enhancements through targeted initiatives to drive efficiency, effectiveness, and scalability for the organization * Design and implement operations inter-co charges between Alibaba group and eco-system entities, standardize charge methodology and proper documentation in place; and accurate quarterly charges made","*10-12 years working experience is required, financial reporting experience and ability to lead budgeting / forecasting is necessary, past work experience in audit especially within technology industry will be an advantage * Strong communication skills are required as the role involves high level of co-ordination cross functions and to solve problem in order to achieve result, native mandarin speaking skill is necessary as daily operations and reporting to China Hangzhou HQ teams * Excellent PPT / presentation skills are required as the role involves regular reporting to senior management team A degree in Accountancy or relevant professional qualification is required, it will be an advantage if the candidate is familiar with China accounting policies or is qualified “Chinese institute of certified public accountant” * Demonstration of ability to drive process improvement, reporting efficiency, and leadership / team management skills * Passionate, with can-do attitude; Strong team spirit, a self-starter, being result driven and highly motivated individual, be able to cope with pressure and deliver under tight deadline between conflicting priorities",,Alibaba,"Singapore,Singapore",东南亚区域财务,2022-07-15 06:41:42
15,Alibaba Group Senior Finance Manager Singapore,uJSamrmYDIJEfL%2F3O8SiQg%3D%3D,https://careers.alibaba.com/positionDetail.json?_api=getPositionDetail&_mock=false&positionId=uJSamrmYDIJEfL%2F3O8SiQg%3D%3D,"Key responsibilities: - In charge of overall APAC legal entities finance control and regulation, manage and comply with local government reporting requirements and finance filings; - Conduct regular evaluation and ensure all legal entities in the region are effectively managed from local statutory compliance perspective, work closely with the country finance team to identify and mitigate risks; - Continually strengthen the framework of legal entity management in the region; Lead and support projects where you get an opportunity to define the problem, come up with a hypothesis, engage stakeholders to shape the solution and ultimately implement the change - As a finance Partner to support certain business units on annual financial budgeting and forecasting, lead the regular analysis on P / L, B / S and Cashflow, and able to draw business insights for BU finance leaders - Improve regional accounting operations including Billing, A / R, A / P, GL across BU to streamline the process and build up the standardization process, optimize the accounting operation efficiency and accuracy. - Design and implement operations inter-co charges between Alibaba group and eco-system entities, standardize charge methodology and proper documentation in place; and accurate quarterly charges made。 - Monitoring internal controls， developing plans for financial growth and supporting other ad-hoc projects","Key requirements: - 10-15 years of working experience with at least 2 years in a leadership role required, financial reporting experience and strong knowledge of accounting principles like IFRS / USGAAP and procedures, audit experience is a plus. - Ability to lead budgeting / forecasting process is necessary, past work experience within eCommerce or technology industry or global company will be an advantage - Strong communication skills are required as the role involves a high level of coordination across functions (regional) and solving problems in order to achieve results, hence Mandarin and English speaking skills are required. - Excellent PPT / presentation skills are required as the role involves regular reporting to the senior management team - A degree in Accountancy or relevant professional qualification is required, CPA License is preferred. - Demonstration of ability to drive process improvement, reporting efficiency, and leadership / team management skills - Energetic and passionate, with a can-do attitude; Strong team spirit, a self-starter, being result-driven and highly motivated individual, be able to cope with pressure and deliver under tight deadlines between conflicting priorities.",,Alibaba,"Singapore,Singapore",东南亚区域财务,2022-07-15 06:40:33
16,蚂蚁集团 (Senior) Legal Counsel Investment,IJ4wFQB3D1ouh9KCwxbpQQ%3D%3D,https://careers.alibaba.com/positionDetail.json?_api=getPositionDetail&_mock=false&positionId=IJ4wFQB3D1ouh9KCwxbpQQ%3D%3D,"1. Act as legal in-house counsel on global investment transactions and post-investment management of portfolio companies for Ant Group’s international business； 2. Lead legal due diligence, document negotiation and deal execution； 3. Form strong partnerships and working relationships with various internal teams including investment, corporate development and business teams； 4. Manage and collaborate with outside counsel.","1. JD / LLM degree from a top-tier program; 2. 5-8 years of private practice in a top law firm and / or investment fund; 3. High level of proficiency in Mandarin Chinese and English; 4. Familiarity with investment-related terms, processes and regulations; 5. Significant experience with investments in tech or internet industries preferred; 6. Self-motivation and ability to work independently; 7. Ability to explain issues and provide sound judgment and resolutions; 8. Ability to travel domestically and internationally as needed (conditions permitted).",,Alibaba,Hong Kong,投资法务,2022-08-02 09:12:46
17,Alibaba Cloud Intelligence Business Development Manager (FSI focus) Singapore,F3Wof2ORrGgX8H6SbpvTTA%3D%3D,https://careers.alibaba.com/positionDetail.json?_api=getPositionDetail&_mock=false&positionId=F3Wof2ORrGgX8H6SbpvTTA%3D%3D,"Be a key part of the Alibaba Cloud Singapore team for one of the top public cloud providers in the world. We are seeking a highly qualified Business Development (FSI focused) Manager to join the company’s Cloud Singapore team based in Singapore. In this capacity, you will play a key role within Alibaba Cloud’s business development team to recruit customers and partners and sell Alibaba Cloud global solutions to FSI customers in the Singapore, Cambodia and Myanmar. This role needs to carry out various sales responsibilities to achieve GAAP revenue target and be a team player to help the team hit overall revenue target. Working for a substantially fast growing global public cloud provider like Alibaba, you will have the potential to grow your career through this exciting journey. Key responsibilities, but not limited to: 1. Carry out annual GAAP revenue target to sell Alibaba Cloud global solutions to enterprises and small / medium business clients 2. Develop channel partnership to leverage business communities to sell Alibaba Cloud global solutions 3. Build strong sales pipelines, help enhance customer onboarding and partner enablement programs 4. Provide trainings and workshops to customers and partners to enhance brand awareness and improve collaborations 5. Provide overall pre-sales and post-sales support at account level to help customers and channel partners with Alibaba Cloud consumption and ensure overall customer satisfaction 6. Be a team player to help the team hit its overall revenue target and build solid ecosystem by offering internal cross trainings, knowledge and experience sharing, and contributing to teamwork spirit 7. Work with HQ back office functional lines to collaborate and contribute to overall product, solution and operation enhancements","- Excellent interpersonal communication skills; presentation, public speaking and written communication skills - At least 7-years of strong experience in sales / BD targeting banking industry - Strong nationwide or regional business communities engagement experience is a plus - Experience with partnership, alliance program and channel platform is preferred - Comfortable working in a global company with culture diversity and fast paced growth - Ability to direct collaborative efforts of resources within a large organization, including internal resources, external resources and other constituent groups as appropriate - Ability to manage change, resolve conflicts and ensure collaboration within teams and / or units; maintaining the highest standards of ethical conduct and integrity - Exceptional organizational skills with the ability to manage several projects simultaneously with a sense of urgency - Alibaba Cloud ACA / ACP certificate is a plus",,Alibaba,"Singapore,Singapore",新加坡&泰国&印度,2022-08-10 09:07:50
18,Cainiao Transportation Management Supervisor Warehousing,zNYEUuPvK3Uj50OqJ3nF4g%3D%3D,https://careers.alibaba.com/positionDetail.json?_api=getPositionDetail&_mock=false&positionId=zNYEUuPvK3Uj50OqJ3nF4g%3D%3D,"1. In charge of resource search and introduction of port of America rear trailer, local truck transportation and express service providers； 2. Monitor and optimize the operation quality of transport service providers to ensure the time limit and quality of performance; 3. Reduce the overall transportation cost through negotiation with service providers and optimization of cooperation mode; 4. Timely respond to the transportation needs of business customers, and organize cost-effective transportation resources to meet customer needs; 5. Worked efficiently with the warehouse to improve the coordination between upstream and downstream and ensure smooth operation of the whole link; 6. Responsible for checking accounts and following up settlement of transport service providers to ensure settlement accuracy and timeliness.","1. Rich experience in transportation and distribution management, preferably in the US local transportation company or express company working experience; 2. Good communication skills, good at upstream and downstream coordination; Be able to read, write and speak English and Chinese. 3. Endure hardship, have entrepreneurial spirit, have the momentum to expand territory. 4. Fast learner and ownership.",,Alibaba,"Los Angeles,California,United States",美国大区,2022-08-03 05:28:30
19,阿里体育 Android开发工程师 杭州,Fil8MotnFiXacKXPvbsoTg%3D%3D,https://careers.alibaba.com/positionDetail.json?_api=getPositionDetail&_mock=false&positionId=Fil8MotnFiXacKXPvbsoTg%3D%3D,1. 负责核心功能模块在乐动力App / 三方App（如钉钉）内业务的开发、维护、优化 2. 负责核心功能模块在乐动力App / 三方App（如钉钉）内的技术架构建设和维护,"1. 两年以上Android开发经验，深入了解Android系统，对AMS,PMS,installd等核心服务有深入了解； 2. 熟悉Android底层framework，对Android性能调优有实际开发经验 3. 对Android应用程序生命周期有深入了解，在客户端的体验，性能，可用性，动态化等方面有优化经验； 4. 可熟练使用android工具链体系，比如gradle，proguard，dex，aapt等； 5. 对java语言特性，class结构，dex结构，apk结构有深入了解； 6. 有强烈的责任心和团队精神，善于沟通合作，能独立完成设计和编码； 7. 有跑步、记步、运动健康相关开发经验者优先",,Alibaba,"Hangzhou,Zhejiang,China",研发中心,2022-07-18 08:48:40
20,Ant Group Regional Sales Manager WorldFirst Australia,wRMaW7F7k3sTZtKf8kQY2Q%3D%3D,https://careers.alibaba.com/positionDetail.json?_api=getPositionDetail&_mock=false&positionId=wRMaW7F7k3sTZtKf8kQY2Q%3D%3D,"Purpose of Role: This role presents a fantastic opportunity to lead the ANZ Sales and Partnerships team (8+ people) to achieving significant new business acquisition targets. You will demonstrate, leadership, motivation and great people skills in order to consistently inspire direct reports. You'll help create a sustainable model for future growth as well as constantly improving the strategic goals of the team. What you’ll do: - Directly accountable for, but not limited to, the PnL for all New Business Sales channels including, Direct Outbound, Inbound, Partnerships and outsourced sales across the two B2B desks (Corporate and eCommerce). - In conjunction with the Country Manager (CM) ANZ, you will formulate the sales strategies for the sales team, presenting and highlighting a business case for change or new opportunities - In conjunction with the CM ANZ develop YoY budgets & strategic Business Plans for each channel with accountability for achieving budget and remaining within agreed expenditure targets - Accountable with your team for identifying industries where our product solutions solve “pain points”, therefore allowing WorldFirst to scale and become experts for those identified industries - Identifying further growth opportunities across the region, acting as key member of the ANZ Commercial Leadership Team in providing market validation and building “go to market” strategies for each new territory - Responsible for daily / weekly / monthly reporting to the CM ANZ on the performance of the desk and interpreting the data / providing commentary on the commercial areas including challenges, successes and opportunities for growth. Develop action plans to overcome the challenges, ensure more of the successes and take advantage of the opportunities - Direct responsibility for the identification and acquisition of new Partners while ensuring the retention & growth of existing Partners across ANZ - You'll be accountable for analysing customer metrics to understand the channels through which your sales desks are acquiring leads and then ensure, as a customer of the ANZ and global Marketing teams, you work collaboratively with them to grow the number of leads - In conjunction with the CM ANZ, develop and implement strategies for business expansion and client acquisition, conversion and retention - Responsible for creating a detailed training programme for your direct reports to ensure they are delivering optimal service for clients, utilising as many products / services as possible, while ensuring ‘best practice’ is implemented at all times - Responsible for ensuring you and the team are aware of necessary Compliance regulations through effective training and managing customer complaints appropriately - Be a key member of the ANZ management team and a thought leader for growth within the Sales remit and wider business","Who you are: - Be an experienced executive manager with exceptional leadership skills; ensuring commitment and drive for your team, in a high energy working environment - Extensive experience managing a multi-channeled sales team with a regional remit - Extensive experience managing remote sales teams - Have experience in launching new products, entering new markets and developing go-to-market strategies - Experience in presenting to exec level decision makers internally and externally - Have a proven track record within business development, sales and account managing teams; including Cold Calling and face to face; ideally within Financial Services - Ability to think strategically about sales channel improvements, getting agreement from relevant internal partners and working on Business Opportunity Cases - Extensive experience using SalesForce for, but not limited to, pipeline management, cadence and reporting - High proficiency in the use of excel - Customer focus; ensuring the team delivers exceptional client service throughout the sales process",,Alibaba,"Sydney,New South Wales,Australia",Commercial Australia,2022-07-19 09:53:38
21,"Ant Group Business Planning & Management, Data Analytics Anext Bank",xCA9ujxajMczTQJOqb1M9Q%3D%3D,https://careers.alibaba.com/positionDetail.json?_api=getPositionDetail&_mock=false&positionId=xCA9ujxajMczTQJOqb1M9Q%3D%3D,"You will be a core member of the Anext Bank team to best achieve the Bank’s mission & vision. You will be in charge of designing & implementing the Business Intelligence frameworks & infrastructures to support the Bank (specifically on Business related data, analytics & business intelligence requirements) so as to enable our senior management to make strategic decisions & directions. Job Responsibilities & Duties - Gather, synthesise and translate business requirements to develop scalable BI solutions targeted at business needs - Develop & track business metrics accurately, perform root cause analyses and collaborate with metric owners to create recommendations - Develop self-service reporting solutions / models to support data-based decision making processes - Create mechanisms for deep business partnership, effective prioritisation and quality assurance within your team - Fulfil service-level agreements by providing user support for adhoc data requests, bugs, feature requests and other data-related issues - Collaborate with cross functional teams (business, product and data engineering) to enhance data collection - Identify key input metrics to drive business performance - Build and implement data visualisation of reports and dashboards for management, business and operations users - Instil a self-service user behaviour and culture for data visualisation needs. This will require end-user education on the tools, processes and data understanding - Translate business needs into problem statements; design and develop model data and dashboards to provide the best output to both technical and business stakeholders - Create and maintain documentations that include the design, requirements and user manuals for the organisation. Ensure processes are adhered to or develop new processes if necessary - Be the subject matter expert in data visualisation using tools and be able to implement them for the Bank’s purpose. To harness all the capabilities and features of the platform to enable the business users in getting the right data-driven insights","- Minimum Bachelor's degree in Computer Science, Engineering, Mathematics or Statistics - At least 8 years of relevant working experience in Business Intelligence, Data Analytics, Data Science, Data Engineer or similar roles - Firm knowledge in SQL, data modelling, data warehousing, analytical techniques, statistical algorithms and scripting languages (R, Python, etc. ) - Proven experiences in designing and executing BI roadmaps - Interest and passion for Fintech, tech and startups - Excellent communication skills with the ability to convert complicated analytics into simple narratives - Good project management skills in driving process improvements - Analytical and results-oriented mindset; equipped to deal with ambiguous problem statements and make insightful assumptions - Excellent team skills, including ability to establish and maintain effective working relationships with all levels within an organization, fostering collaboration internally / externally with vendors and staff",,Alibaba,"Singapore,Singapore",Partnerships,2022-05-19 06:40:29
