,title,internal_id,url,description,responsibilities,qualifications,location,category,company,publish_date
1394,15851-Game Product R&D Project Manager（新加坡）,88828,http://careers.tencent.com/jobdesc.html?postId=1491694990676467712,,"挖掘整理内外部的产品需求，应用至内部产品；负责项目资源的协调与组织，确保项目团队各干系人协同工作； 负责项目计划的制定、跟踪和维护，确保项目按计划完成； 负责组织项目各项评审会议及项目例会； 制定并推广项目流程规范，确保项目有序推进； 及时发现并跟踪解决项目问题，有效管理项目风险； 负责团队的敏捷改造和持续集成建设。 Identity and sort out both internal and external product requirements to apply on internal products; coordinate and organize project resources to ensure all project stakeholders work together cooperatively Formulate, track and maintain project plans to ensure the project can be completed as planned Organize various requirement review meetings and regular project meetings Develop and promote workflow standard to ensure an orderly progression of the project Timely discover, track and solve problems to effectively minimize project risks Carry forward agile adaptation and continuous integration building of the team","本科及以上学历，计算机相关专业，五年以上工作经验； 对互联网开发过程管理、敏捷项目管理有一定的认识及实践经验； 能够及时地跟进项目进度、管理项目风险，及时发现并跟踪解决项目问题； 具有良好的执行力和责任心,能主动积极推动项目团队朝目标前进； 具有良好的团队合作和沟通能力、文档撰写能力及各类报告处理能力； 有互联网、软件或IT相关领域研发经验优先； 有项目管理相关工作经验，有游戏开发管理经验优先。 Bachelor’s degree or above in Computer or related disciplines with 5+ years’ work experience Possess a certain understanding of and practical experience on internet development process management and agile project management Timely follow up on project progress and manage project risks; timely identify, track and solve project issues Good execution and a sense of responsibility to push the team towards the goal with high initiative Strong capabilities in team cooperation and communication, documentation writing and reports handling Internet, software or IT related development experience is preferred Project management related work experience or game development management experience is preferred",Singapore,Product,Tencent,2022-06-06
1395,15851-Game Versatile Project Manager（深圳）,88829,http://careers.tencent.com/jobdesc.html?postId=1491694992538738688,,"挖掘项目需求，整合各项资源并推进应用至项目； 负责项目计划的制定、跟踪和维护，确保项目按计划完成； 负责各项技术会议的运作与技术专项建设； 负责与多个跨部门团队的通力协作，确保业务问题的解决； 负责各类流程机制的建设与推广及工具链的完善； 及时发现并跟踪解决项目问题，有效管理项目风险； 负责团队的敏捷改造和持续集成建设。 Identify project requirements, integrate various resources and advance their application in the project Formulate, track and maintain project plans to ensure the project can be completed as planned Organize and operate various technical meetings and manage the advancement of specific technical tasks Collaborate closely with cross-department teams to ensure the resolution of business problems Develop and promote various flows and mechanisms and help improve the tool chain Timely identify, track and solve project issues to manage project risks effectively; timely discover, track and solve problems to effectively minimize project risks Carry forward agile adaptation and continuous integration building of the team","本科及以上学历，计算机等相关专业，五年以上工作经验； 对互联网开发过程管理、游戏研发有一定的认识及实践经验； 能够及时地跟进项目进度、管理项目风险，及时发现并跟踪解决项目问题； 具有较强的执行力和责任心，能主动积极推动项目团队朝目标前进； 具有较强的团队合作和沟通能力，能良好处理多元的干系人管理； 具有较强的文档撰写、总结能力及各类报告处理能力； 细致、有自驱力，有互联网、软件或IT相关领域研发经验优先； 有项目管理、流程管理相关工作经验，了解游戏行业主流技术的优先。 Bachelor’s degree or above in Computer or related disciplines with 5+ years’ work experience Possess a certain understanding of and practical experience on internet development process management and game development Timely follow up on project progress and manage project risks; timely identify, track and solve project issues Good execution and a sense of responsibility to push the team towards the goal with high initiative Strong capabilities in team cooperation and communication to handle multidimensional relationship of stakeholders well Strong abilities in documentation writing, summary and reports handling Detail-oriented, self-driven; Internet, software or IT related development experience is preferred Project management or process management related work experience, and an understanding of mainstream technologies in the game industry preferred",Shenzhen,Product,Tencent,2022-06-06
1396,54877-(Senior) Backend Software Engineer,90384,http://careers.tencent.com/jobdesc.html?postId=1515874470852567040,,"- Design and implement business modules. - Design and implement related management system and tool-chain software. - Maintain the online service system, and solve the problems effectively - Build backend systems and take charge of documenting requirements and specifications","- Bachelor degree in Computer Science, Computer Engineering or equivalent combination of education and experience. - 2+ years experience in backend software development. - 2+ years experience in Internet or game industry. - Experience with one or more general purpose programming languages including but not limited to: Javascript, CSS, HTML, PHP, C / C++, Python or Go - Strong background in cloud computing or related systems(AWS / GCP / Azure). - Excellent communication and written skills.",Singapore,Technology,Tencent,2022-06-06
1397,50411-腾讯云矿业行业大客户销售,85515,http://careers.tencent.com/jobdesc.html?postId=1456265115849465856,,1、 负责跟进腾讯资源行业矿业KA客户，识别商机，树立行业标杆并对业绩负责； 2、 负责维护客户关系，跟进商机，确保收入目标交付，给客户带来长期价值； 3、 捕捉行业热点、有目标的收集客户相关信息，形成商机机会； 4、 协调内外资源，统筹形成解决方案，推动完成销售全流程闭环；,1、 本科以上学历，8年以上企业综合解决方案销售经验，3年以上专注矿业行业； 2、 对行业有深刻理解，了解行业宏观环境，产业价值链、商业模式、市场规模、整体竞争格局、龙头企业、发展趋势、行业生态圈等特点； 3、 挖掘并引导客户需求，识别关键需求， 灵活运用公司产品、人员、知识储备等外围资源，为客户提供有效的解决方案； 4、 销售方面有良好的业绩记录。有行业头部客户复杂项目销售经验优先 5、 对互联网有向往，学习适应能力强。熟悉互联网ToB业务，竞争态势、技术发展趋势优先,Beijing,"Sales,Service & Support",Tencent,2022-06-06
1398,15611-《洛克王国》手游战斗策划（深圳）,88742,http://careers.tencent.com/jobdesc.html?postId=1491377027385663488,,重点负责洛克王国手游的回合制战斗模块的相关工作； 协助并参与开放世界场景中战斗模块的规则、视觉设计与制作流程； 从各类渠道持续关注自身游戏与品类最新发展，积极了解用户需求并主动提出可行性建议。,3年以上的回合制战斗策划工作经验，或1年以上战斗组长、主策划工作经验； 性格开朗，细心负责，善于沟通，精益求精，热爱游戏设计与游戏研发； 对回合制 / TCG / 战棋等策略为核心的战斗设计有深度体验、理解者优先。,Shenzhen,Product,Tencent,2022-06-06
1399,40163-《王者荣耀·世界》游戏数据分析（成都）,85820,http://careers.tencent.com/jobdesc.html?postId=1458974645330911232,,1、负责《王者荣耀·世界》手游数据分析和用研工作，包括数据体系搭建、持续的版本表现分析、以及用户和市场研究等 2、负责数据体系搭建，如数据打点、上报和经分系统的搭建等，建立关键指标的日常监控机制，搭建各类专项数据分析框架 3、负责市场和用户分析，根据游戏定位，进行目标用户分层，预估市场规模和用户空间，并能根据目标用户属性反推游戏设计 4、进行竞品监测，保持对核心竞品和新游的关注，监控关键数据表现，为游戏提供方向性指导和参考 5、对接各模块用研需求，进行需求沟通与分析、设计用研方案，与用研团队沟通并落地，筛选有效的用研结论反馈给各模块,1、本科及以上学历，3年以上游戏数据分析相关工作经验 2、至少熟练掌握一种数据分析工具（如SQL、SPSS等），有专业数据挖掘技能者优先 3、逻辑性强、思维缜密，有良好的团队合作精神和沟通能力，工作认真负责 4、热爱各类游戏，有完整的游戏项目数据分析经验者优先,Chengdu,Product,Tencent,2022-06-06
1400,40163-《王者荣耀·世界》游戏版本管理（成都）,85821,http://careers.tencent.com/jobdesc.html?postId=1458974646018777088,,1、负责《王者荣耀·世界》手游版本管理工作，协助制定版本迭代规划，包括版本内容和时间，负责跟进游戏各阶段的版本开发和更新发布进度，保证版本稳定性 2、负责数据分析体系的搭建，包括数据打点、tlog开发、数据上报和经分系统的搭建 3、负责游戏各类组件、工具和平台能力的接入，保证开发和验收的顺利进行 4、负责游戏版本发布，协调测试、运营、开发、安全、CDN等各模块工作，保证游戏版本顺利发布和版本质量，负责版本总结和流程优化 5、负责日常外网问题监控和反馈，及时处理版本问题，推动其他模块外网问题及时解决，保证外网版本稳定,1、本科及以上学历，3年以上版本管理或游戏数据分析相关工作经验 2、至少熟练掌握一种数据分析工具（如SQL、SPSS等） 3、工作细致、思维缜密，有良好的团队合作精神和沟通能力，责任心强 4、有多端版本管理经验者优先,Chengdu,Product,Tencent,2022-06-06
1401,28936-高级公共合作经理,88808,http://careers.tencent.com/jobdesc.html?postId=1491674770725412864,,1、及时跟进与公司业务相关的政策要求和行业发展趋势，加强内部业务协同，保障相关业务健康发展； 2、负责拓展、维护和对接公司相关部门的业务需求，打造良好的沟通平台与渠道； 3、针对重点项目，输出深度报告和建设性解决方案；,1、拥有良好的文案写作能力，优秀的逻辑思考与信息收集、加工、输出专项报告能力； 2、对互联网行业有较深洞察，学习能力强，了解互联网行业及宏观政策； 3、热爱游戏，熟悉手机游戏产品，对某一品类游戏有深度了解者优先； 4、具有较好亲和力、良好的人际交往与协调能力、逻辑思维与表达能力； 5、团队合作意识高，责任感强，组织协调能力佳。,Shenzhen,Product,Tencent,2022-06-06
1402,CSIG17-腾讯云安全产品测试工程师（CSIG全资子公司）（武汉）,90194,http://careers.tencent.com/jobdesc.html?postId=1511544836656734208,,负责CSIG在云安全及ToB相关安全产品的全流程质量管控工作，参与需求分析，可测性及风险质量评估等工作 ； 负责产品相关的测试方案，测试工具平台，自动化测试架构设计及实现工作，保证被测系统的质量，并通过测试体系建设和方法创新，提升研发的整体质量和效率。 （注：此岗位为腾讯集团旗下全资子公司编制岗位）,计算机本科及以上相关专业3年以上工作经验，有专项测试、测试开发或后台开发经验者优先； 对操作系统、计算机网络和数据库等计算机和软件基础都有比较深入的理解和实践经验； 熟练掌握C / C++ / Java等至少一种编程语言或者对Python / Shell / Perl等至少一门脚本语言有丰富实践经历； 有云产品或者ToB产品项目的测试经验优先； 有相关的自动化测试、专项测试或白盒测试工具和平台建设者优先； 具备良好的团队合作精神，善于协调沟通，具备较高的问题推动解决能力； 有不错的工作抗压能力，富有激情，责任心强，做事客观公正。,Wuhan,Technology,Tencent,2022-06-06
1403,15612-资深3D角色设计(深圳）,88056,http://careers.tencent.com/jobdesc.html?postId=1480384618082344960,,负责游戏中角色3D风格和标准制作； 制定3D角色品质标准和资源规划； 负责跟进3D角色模型的外包制作工作； 与团队其他组员保持良好的沟通，保证项目的质量与进度。,美术相关教育背景，5年以上游戏行业3D美术从业经验，有二次元或卡通项目经验优先考虑； 具备良好的视觉审美能力，对形体结构和质感有极其深度的研究； 扎实的美术基础，良好的造型色彩能力； 对角色3D模型的制作流程与相关工具有较深理解，并具有一定手绘能力； 了解手机游戏制作方式、要求、规范； 有UE项目模型制作经验； 善于与人沟通，有团队精神，及良好的执行能力 ，对自己的作品有很高的要求，有责任心； 热爱游戏，关注游戏体验，结合本岗位工作配合产品改进游戏体验； 应聘简历务必附作品。,Shenzhen,Design & Art,Tencent,2022-06-06
1404,43456-移动游戏渠道商务经理,89686,http://careers.tencent.com/jobdesc.html?postId=1501070040949071872,,1、熟悉游戏行业发展动态以及厂商渠道合作逻辑，关注互联网行业动态； 2、负责对接oppo，vivo等厂商渠道，与渠道建立稳定合作关系，拓展渠道商务合作； 3、通过协调外部渠道资源，对分发游戏的目标负责，并能够积极探索创新合作模式，并推动落地；,1、本科及以上学历，3年及以上互联网工作经验，2年以上游戏行业经验； 2、对国内外的发行渠道有全面的认知，熟悉各大渠道 / 商店合作规则和玩法，有良好的渠道商务关系，成功的商务合作案例； 3、商务综合素质高，沟通能力强，具备良好的项目推动能力和谈判能力；,Shenzhen,"Sales,Service & Support",Tencent,2022-06-04
1405,HY5-Senior Investment Manager-Gaming,73506,http://careers.tencent.com/jobdesc.html?postId=1364792571745804288,,"Participate in Tencent Games investment projects to perform investment analysis and carry out project executions including but not limited to conducting Due Diligence, building financial models, performing valuation analysis, drafting investment reports, and providing investment suggestions Oversee trends of global gaming market with particular focus on R&D, distribution, operation, and platform, follow movements and next-steps of major competitors and important partners, keep track of latest trends of game industry; Manage business operations, promote business decision implementation, oversee progress of strategic projects and push for in-time project execution Explore new business models and additional business opportunities, identify and analyze potential business partners, provide management team with decision-making and operational support","Passionate about game industry, gamers preferred Ideal candidate would have at least two years of experience in top-tier global investment banking / PE / institutional investing roles Strong financial skills required, including but not limited to financial modeling, solid understanding of three financial statements and valuation analysis and good understanding of full execution process of a deal Efficient in execution and preparation of high quality analytical output Fluent in English and Chinese Passionate and resilient",Shenzhen,Strategy & Investment,Tencent,2022-06-04
1406,Marketing Operations Manager (MENA),4997177002,https://boards.greenhouse.io/tencent/jobs/5538539002,,"For 8+ Years you have undertaken marketing roles that have required deep understanding of MENA consumers and show the capability to handle complex campaigns with various departments to achieve the desired outcome and objective. 1- Marketing skills: Candidate has to have a proven record showcasing previous marketing activities that they have led and worked on in the MENA region with proven results. 2- Communications skills: Candidate will need to have excellent interpersonal communication skills and should be able to adapt to a remote working environment with stakeholders from around the globe. 3- Analysis: Candidate should have critical analysis skills enabling them to retrieve, analyse and take action out of data provided in their day-to-day reviews of the market landscape, competition and the target audience. 4- Gamer focused: Candidate should have a clear consumer focused mindset setting the players and their interest first in our activities and promotions. 5- Organization: Candidate should be able to stay focused and organized in a fast moving and ever changing multi-tiered work structure. 6- Language skills: Candidate should have excellent English and Arabic language skills (written and spoken) . Other language skills such as Chinese are beneficial.","1- Diverse Marketing Capability. In a fast paced adaptive team, show your competence in brand strategy, product marketing, consumer insights, planning, marketing, creative ideation, production and execution online and offline. Especially when applied to the MENA market. 2- Manage Priorities. Handle efficiently multiple stakeholder requests, locally and internationally, supervising marketing, localization and operations activities for existing and new gaming titles with MENA team and HQ team. 3- Evaluate and recommend. Propose the suitability of new content, game assets, promotions and partnerships to the local market & test beta versions. Engage and retain users while respecting local market culture. 4- Research and insights. Propose new opportunities, fresh idea, untapped media resources and collaborations to grow the user base and elevate the IPs reputation in the market. 5- Monitor pop culture trends. Excite gamers in multidiscipline, multi media approach that can be the differentiator vs competition in the market. Be inquisitive and genuinely interested in the latest trends. 6- Delivery Results. We are looking for highly motivated individuals that wish to make a difference in their career and the business, but most importantly to our consumers.",Riyadh,Marketing & Public Relations,Tencent,2022-06-04
1407,Marketing Operations Manager (MENA),4997177002,https://boards.greenhouse.io/tencent/jobs/5538539002,,"For 8+ Years you have undertaken marketing roles that have required deep understanding of MENA consumers and show the capability to handle complex campaigns with various departments to achieve the desired outcome and objective. 1- Marketing skills: Candidate has to have a proven record showcasing previous marketing activities that they have led and worked on in the MENA region with proven results. 2- Communications skills: Candidate will need to have excellent interpersonal communication skills and should be able to adapt to a remote working environment with stakeholders from around the globe. 3- Analysis: Candidate should have critical analysis skills enabling them to retrieve, analyse and take action out of data provided in their day-to-day reviews of the market landscape, competition and the target audience. 4- Gamer focused: Candidate should have a clear consumer focused mindset setting the players and their interest first in our activities and promotions. 5- Organization: Candidate should be able to stay focused and organized in a fast moving and ever changing multi-tiered work structure. 6- Language skills: Candidate should have excellent English and Arabic language skills (written and spoken) . Other language skills such as Chinese are beneficial.","1- Diverse Marketing Capability. In a fast paced adaptive team, show your competence in brand strategy, product marketing, consumer insights, planning, marketing, creative ideation, production and execution online and offline. Especially when applied to the MENA market. 2- Manage Priorities. Handle efficiently multiple stakeholder requests, locally and internationally, supervising marketing, localization and operations activities for existing and new gaming titles with MENA team and HQ team. 3- Evaluate and recommend. Propose the suitability of new content, game assets, promotions and partnerships to the local market & test beta versions. Engage and retain users while respecting local market culture. 4- Research and insights. Propose new opportunities, fresh idea, untapped media resources and collaborations to grow the user base and elevate the IPs reputation in the market. 5- Monitor pop culture trends. Excite gamers in multidiscipline, multi media approach that can be the differentiator vs competition in the market. Be inquisitive and genuinely interested in the latest trends. 6- Delivery Results. We are looking for highly motivated individuals that wish to make a difference in their career and the business, but most importantly to our consumers.",Cairo,Marketing & Public Relations,Tencent,2022-06-04
1408,Marketing Operations Manager (MENA),4997177002,https://boards.greenhouse.io/tencent/jobs/5538539002,,"For 8+ Years you have undertaken marketing roles that have required deep understanding of MENA consumers and show the capability to handle complex campaigns with various departments to achieve the desired outcome and objective. 1- Marketing skills: Candidate has to have a proven record showcasing previous marketing activities that they have led and worked on in the MENA region with proven results. 2- Communications skills: Candidate will need to have excellent interpersonal communication skills and should be able to adapt to a remote working environment with stakeholders from around the globe. 3- Analysis: Candidate should have critical analysis skills enabling them to retrieve, analyse and take action out of data provided in their day-to-day reviews of the market landscape, competition and the target audience. 4- Gamer focused: Candidate should have a clear consumer focused mindset setting the players and their interest first in our activities and promotions. 5- Organization: Candidate should be able to stay focused and organized in a fast moving and ever changing multi-tiered work structure. 6- Language skills: Candidate should have excellent English and Arabic language skills (written and spoken) . Other language skills such as Chinese are beneficial.","1- Diverse Marketing Capability. In a fast paced adaptive team, show your competence in brand strategy, product marketing, consumer insights, planning, marketing, creative ideation, production and execution online and offline. Especially when applied to the MENA market. 2- Manage Priorities. Handle efficiently multiple stakeholder requests, locally and internationally, supervising marketing, localization and operations activities for existing and new gaming titles with MENA team and HQ team. 3- Evaluate and recommend. Propose the suitability of new content, game assets, promotions and partnerships to the local market & test beta versions. Engage and retain users while respecting local market culture. 4- Research and insights. Propose new opportunities, fresh idea, untapped media resources and collaborations to grow the user base and elevate the IPs reputation in the market. 5- Monitor pop culture trends. Excite gamers in multidiscipline, multi media approach that can be the differentiator vs competition in the market. Be inquisitive and genuinely interested in the latest trends. 6- Delivery Results. We are looking for highly motivated individuals that wish to make a difference in their career and the business, but most importantly to our consumers.",Dubai,Marketing & Public Relations,Tencent,2022-06-04
1409,Senior Brand Manager (MENA),5007405002,https://boards.greenhouse.io/tencent/jobs/5561714002,,"1) Storytelling - Driving the overall vision and brand localization strategy by collaborating with the cross functional teams and agencies to create user growth and engagement plans with ambitious KPI goals related to player acquisition and installs, player retention and the overall player lifetime value. Collaborating with internal stakeholders to achieve all of this is essential. 2) Localization - Developing the brand identity, necessary messaging playbooks that include the brand positioning and pillars and the localization strategy on how to implement global assets and resources to fit with the region’s culture and tone. Responsible for managing the overall brand / marketing budget and making sure that the strategy delivers a positive return on investment. 3) Team Work - Collaborating with cross functional teams in marketing, operations, analytic, research and development to define and monitor the player journey by assessing the best possible platforms to introduce our products, identifying where the conversations are happening and how we can leverage the feedback to drive product improvements and adjust the marketing plan. Ultimately creating clear briefs for internal departments and agencies. 4) Analytics - Being data driven by utilizing first and third-party analytics to track marketing results to optimize and improve our efforts for our players. This will also provide our global stakeholders local market insight that will help us in delivering a region-specific tailored experience for our players. 5) Communication - Driving weekly updates and meetups between the brand team and other key partners to achieve strategic objectives, analyze performance and future content planning. Managing and mentoring direct reports and working on their goals, personal development plans and overall team health.","1) 10 years minimum experience in driving product and brand innovation across digital content and user experiences with a keen eye for the authentic vs the contrived. 2) Deep understanding of gaming and pop culture trends in the MENA region, communities where to find them and how to treat them, the media landscapes online and offline. 3) Evidence and clarity of thought across product storytelling in numerous industries, platforms, mediums and content formats with full comprehension of the production standards required to achieve the same. 4) Arabic and English fluent speaker",Dubai,Marketing & Public Relations,Tencent,2022-06-04
1410,22989-专有云运维工程师（CSIG全资子公司）（ 武汉 / 西安）,66736,http://careers.tencent.com/jobdesc.html?postId=1310124481703845888,,1. 负责专有云的运维保障，包括交付、监控、变更、应急响应、故障恢复； 2. 负责云专有云站点建设、发布部署、监控巡检、变更管控等运维体系的建设，对效能提升有深刻的理解和实践； 3. 为专有云产品的稳定、高效运行负责，支撑专有云整体业务快速发展； 4. 具备研发能力，通过研发解决运维体系的稳定性、效率、成本管理等问题。,"1. 大学本科及以上学历，计算机或者相关专业； 2. 三年以上应用运维经验，具备python,go研发能力优先； 有云运维经验的优先 3. 深入理解linux系统，运维体系结构，精于稳定性提升、效能提升； 4. 能够承受较大的工作压力，具有良好的团队协作、沟通能力，乐于分享，良好的客户服务意识； 5. 有大规模k8s集群运维经验优先 此岗位为腾讯集团旗下全资子公司编制岗位，通过腾讯云从业资格证或同等资格认证的优先录取。",Xi'an,Technology,Tencent,2022-06-04
1411,40163-王者荣耀IP手游《代号启程》资深3D场景,88706,http://careers.tencent.com/jobdesc.html?postId=1491037539346161664,,负责部分版本内容的跟进； 未来美术部分的表现与技术探索； 能够配合多方进行独立构思和设计表现探索和研发；,美术或相关专业，3年以上相关工作经历； 有较好的关卡设计、整合经验和能力，熟练应用（Unity / UE4）引擎； 具备较强的场景美学基础，在灯光、材质与后期效果、实时天气系统的表现有比较成熟的经验，具备真实自然地形制作、开放世界地图设计则更佳； 对于所需研发内容，能够预先进行研究与探索，并能够形成完整技术应用体系，对内提升； 在工作中定期对内开展技术普及与提升方面的培训内容； 具备优秀的沟通能力，善于与程序、策划和美术合作，通力实现美术效果，并能兼顾关卡设计和美术效果功能层面的制作； 能够灵活应对项目中的各类需求并提出解决办法；,Chengdu,Design & Art,Tencent,2022-06-04
1412,39392-制片人,88728,http://careers.tencent.com/jobdesc.html?postId=1491317774616633344,,1、统筹动画项目的策划、立项、制作、宣发等环节； 2、独立策划及和导演一起带领团队完成项目的孵化与开发； 3、负责从制片角度解读剧本和编写项目预算、制定制片计划及具体执行方案； 4、协助管理内容生产团队，确保项目组高效工作；能够严格执行制片计划及制片预算，跟踪动画制作过程，保障进度，确保影片质量； 5、负责客观专业评估并选择国内外供应商，监督验收外包素材质量； 6、根据项目需求一同组建团队。,1、沟通能力佳，勤奋、敬业、注重团队协作。做事积极执行力强，具备高度责任心和抗压能力。有团队管理经验。 2、有完整的动画制片管理经验；有一定的动画业内发行资源。具有操作国内外IP投资项目经验的优先； 3、热爱动画行业，知识面广，思维敏捷。具有优秀的动画制片管理综合素质； 4、5年以上动画项目制作或管理经验； 5、熟悉动画前期筹备、中期后期制作全部流程及具有成本分析能力； 6、具有良好的美术基础和理论基础，对动画整体把握力强，视觉感、审美感良好，有良好的镜头语言的运用能力。能充分理解剧本及设计要求；,Shanghai,Product,Tencent,2022-06-03
1413,54877-技术PM,90986,http://careers.tencent.com/jobdesc.html?postId=0,,1、根据项目需求，与自研工作室和海外游戏合作厂商日常交流及产品跟进，高效传递双方的技术诉求和信息，建立、维护长期沟通及合作关系。 2、协助项目进行各类技术对接工作，及时发现、分析并解决技术接入和处理问题，推进业务接入进度，有效管理业务风险，为海外发行业务提供全生命周期的技术保障。 3、建立和优化各合作方的工作流程和规范，跟进技术合作的顺利落地。 4、同时负责业务预算预估、成本管理、质量管理等综合项目管理。,1、本科或以上学历，计算机相关专业，3年以上开发 / 运维 / 测试 / 安全等技术岗位或技术类产品运营 / 项目管理经验。 2、有国际化项目实际运营支持经验 或游戏行业背景者优先。 3、能够输出业务技术规划方案，并协调资源高效落地，具备良好的跨团队沟通能力和合作意识。 4、良好的逻辑思考分析能力，敢于挑战新的知识领域，有较强的自我驱动和独立解决问题的能力。 5、口语优秀者优先。,Shenzhen,Product,Tencent,2022-06-03
1414,40163-天美L2射击项目-资深特效设计师（成都）,74864,http://careers.tencent.com/jobdesc.html?postId=1372019908207976448,,熟悉UE4开发次时代特效； 和策划对接，负责游戏过场动画的整合把控； 使用游戏引擎做视频级内容开发，负责视频品质输出； 配合TA和程序设计前期视频管线流程； 负责英雄展示效果的特效把控，负责皮肤开发的特效外包品质；,熟练使用UE4开发特效； 前期视频规划和后期合成的能力熟练使用合成剪辑工具； 整体规划特效性能，制定规范标准； 和TA配合开发shader的能力，做shader规划和规范； 规范制定和生产流程设计的能力。,Chengdu,Design & Art,Tencent,2022-06-03
1415,40163-天美L2预研项目-资深3D角色设计师（成都）,74863,http://careers.tencent.com/jobdesc.html?postId=1372019907109068800,,制定标杆表现，配合动画做前期模型规范； 对接外部公司完成多条管线并行开发工作； 和PM配合设计开发流程的能力； 和TA配合开发Shader，工具管线的能力；,极强的美术功底，制作符合目标的标杆角色； 熟悉新的开发方法，对整体规划有很强的理解； 很好的流程管线化思路； 有带外包团队开发的经验和资源整合能力。,Chengdu,Design & Art,Tencent,2022-06-03
1416,40163-天美L2射击项目-资深场景关卡设计师（成都）,74860,http://careers.tencent.com/jobdesc.html?postId=1372019900620480512,,负责地图3D美术开发和最终性能优化; 理解TA的技术框架，完善技术框架匹配对应的风格特点; 对接外部公司完成多条管线并行开发工作; 和PM配合设计外包制作流程; 和TA程序配合设计工业化管线工具;,极强的美术功底，有一定的2D设计的能力; 有手机游戏地图开发经验，熟悉关卡性能优化方案; UE4熟练使用，有手机游戏经验; 有开发材质库和底层资源模板的能力.,Chengdu,Design & Art,Tencent,2022-06-03
1417,40163-天美L2射击项目-资深动画设计师（成都）,74866,http://careers.tencent.com/jobdesc.html?postId=1372019909898280960,,制定动画风格，拆解动画方向的细则； 配合TA程序做前期Gameplay的动画测试； 对接外部公司完成多条管线并行开发工作； 和PM配合设计开发流程的能力；,极强的动画功底，会使用动捕数据； 有1-3年手机游戏动画开发经验； 熟悉MAYA开发环境和UE4开发环境； 熟悉面部表情动画相关的技术工具； 有影视相关工作经验。,Chengdu,Design & Art,Tencent,2022-06-03
1418,Sr. Script Writer,5285502002,https://boards.greenhouse.io/tencent/jobs/6175708002,,"-Share a passion to innovate, especially in the design and development of open world games -Build, lead, and grow a world-class narrative team -Lead and support all narrative work for project, playing a hands-on role as needed to ensure best-in-class in-game storytelling -Work with teams across the studio to define an effective narrative design and implementation strategy for project -Work closely with Creative Director, other leads, and a diverse group of disciplines to deliver a cohesive high-quality narrative experience across the entire game -Oversee the creation and updating of detailed storyboards and animatics for in-game and standalone cinematics -Be the advocate for the narrative department and ensure that it has all necessary resources, equipment, and build out to create AAA experiences -Provide leadership and strategic vision to determine how the narrative department will increase its capabilities without sacrificing quality to support business demands and growth in a cost-effective, scalable manner","-Proficient in European and American fantasy literature -European, American, Japanese, or English proficient Chinese travel to Shanghai -At least six years of professional AAA game development experience -At least one AAA Open-World titles shipped, in the current generation of games (PS4 / XBOX ONE or PS5 / XBOX Series X) -Expert understanding of visual theory, storytelling, plot, structure, and character -Passionate about gaming and the film and entertainment industry as a whole, possessing expert knowledge of narrative design and implementation in games, and strong proficiency in the fundamentals of game design -Proven ability to craft clear, coherent, compelling storytelling in games -A passion for writing -Excellent written and verbal communication skills -Expert networker, well-connected in the video game and film industries",Vancouver,Product,Tencent,2022-06-03
1419,Data Analyst,5289280002,https://boards.greenhouse.io/tencent/jobs/6179686002,,"1. Responsible for the game data related work, find game issues, make suggestions and propose direction through data extraction, analysis, mining. 2. Responsible for the game data analysis system construction, including event tracking, log reporting, analysis system planning, etc. 3. Responsible for game target user analysis, data estimation, user research and more. to provide a basis for live operation planning and marketing planning. 4. Responsible for the effect analysis when the game is launched and version updated, including: retention and churn analysis, payment analysis, feature and Game Play analysis, user satisfaction research, etc.","1. Sensitive to data, strong critical thinking and data analysis ability, and have experience in big data comparison and processing. 2. Proficient in mastering and using excel, experience with query tools (SQL, hive) and analysis tools (SPSS, tableau, etc. ) is preferred. 3. Passionate about games, strong execution and communication skills, strong sense of teamwork, diligent, self-driven and responsible.",Amsterdam,Technology,Tencent,2022-06-03
1420,Sr. Script Writer,5285501002,https://boards.greenhouse.io/tencent/jobs/6178435002,,"-Share a passion to innovate, especially in the design and development of open world games -Build, lead, and grow a world-class narrative team -Lead and support all narrative work for project, playing a hands-on role as needed to ensure best-in-class in-game storytelling -Work with teams across the studio to define an effective narrative design and implementation strategy for project -Work closely with Creative Director, other leads, and a diverse group of disciplines to deliver a cohesive high-quality narrative experience across the entire game -Oversee the creation and updating of detailed storyboards and animatics for in-game and standalone cinematics -Be the advocate for the narrative department and ensure that it has all necessary resources, equipment, and build out to create AAA experiences -Provide leadership and strategic vision to determine how the narrative department will increase its capabilities without sacrificing quality to support business demands and growth in a cost-effective, scalable manner","-Proficient in European and American fantasy literature -European, American, Japanese, or English proficient Chinese travel to Shanghai -At least six years of professional AAA game development experience -At least one AAA Open-World titles shipped, in the current generation of games (PS4 / XBOX ONE or PS5 / XBOX Series X) -Expert understanding of visual theory, storytelling, plot, structure, and character -Passionate about gaming and the film and entertainment industry as a whole, possessing expert knowledge of narrative design and implementation in games, and strong proficiency in the fundamentals of game design -Proven ability to craft clear, coherent, compelling storytelling in games -A passion for writing -Excellent written and verbal communication skills -Expert networker, well-connected in the video game and film industries",Warsaw,Product,Tencent,2022-06-03
