,title,internal_id,url,description,responsibilities,qualifications,location,type,company,publish_date
586,技术经理 / 高级开发工程师,225794,https://career.huawei.com/socRecruitment/services/portal/portalpub/getJobDetail?jobId=225794,,1、独立或带领团队完成财经应用系统代码设计、开发或重构工作； 2、负责财经项目的系统分析和技术架构设计，并主导完成详细设计和编码的任务，确保项目的进度和质量； 3、负责洞察业界技术趋势，指引产品技术演进方向,业务技能要求： 1. 熟悉并掌握以下技术中至少一种：Java及面向对象设计开发，前端开发，数据库，大数据分析及建模等； 2. 精通主流的架构设计方法（微服务架构、分布式架构、高并发架构、云化架构等）； 3. 熟悉Oracle、PG、Gauss A、MySQL至少一种数据库； 4. 有华为软件产品（包括但不限于电信软件、业务软件、IT软件、服务软件、云服务)设计和开发经验的优先。 专业知识要求： 1. 有大型项目的架构设计及落地实施经验； 2. 有高并发、高可用处理和架构能力及经验，熟悉主流的架构设计思想； 3. 优秀的沟通能力和技术影响力，具备良好的学习能力、解决问题能力和创新意识； 4. 具备良好的系统分析能力，良好的抽象思维和逻辑思维能力，独立分析问题解决问题的能力，具有良好的团队合作精神、沟通能力及抗压性。,中国/北京,研发族,Huawei,2022-03-28 00:00:00+08:00
587,技术架构师 / 技术专家,225814,https://career.huawei.com/socRecruitment/services/portal/portalpub/getJobDetail?jobId=225814,,1、独立或带领团队完成财经应用系统代码设计、开发或重构工作； 2、负责财经项目的系统分析和技术架构设计，并主导完成详细设计和编码的任务，确保项目的进度和质量； 3、负责洞察业界技术趋势，指引产品技术演进方向,业务技能要求： 1. 熟悉并掌握以下技术中至少一种：Java及面向对象设计开发，前端开发，数据库，大数据分析及建模等； 2. 精通主流的架构设计方法（微服务架构、分布式架构、高并发架构、云化架构等）； 3. 熟悉Oracle、PG、Gauss A、MySQL至少一种数据库； 4. 有华为软件产品（包括但不限于电信软件、业务软件、IT软件、服务软件、云服务)设计和开发经验的优先。 专业知识要求： 1. 有大型项目的架构设计及落地实施经验； 2. 有高并发、高可用处理和架构能力及经验，熟悉主流的架构设计思想； 3. 优秀的沟通能力和技术影响力，具备良好的学习能力、解决问题能力和创新意识； 4. 具备良好的系统分析能力，良好的抽象思维和逻辑思维能力，独立分析问题解决问题的能力，具有良好的团队合作精神、沟通能力及抗压性。,中国/上海,研发族,Huawei,2022-03-28 00:00:00+08:00
588,投资项目财务,225825,https://career.huawei.com/socRecruitment/services/portal/portalpub/getJobDetail?jobId=225825,,1. 资本投资项目财务工作：在CVC、并购、合资及剥离等项目中，负责财务尽调报告输出、参与交易架构设计、投资协议的财经条款设计及评审、交割后付款。 2. 资本投资项目投后财务管理：被投企业财务管理帮扶、Reporting工作（小股权估值、联合营核算及财报管理、PPA报告出具、商誉和无形资产减值等）、投后项目退出支持。 3. 资本投资财经流程和能力建设：协助开展资本投资财经流程建设及维护、资本投资领域财务风险管理、资本投资财务能力建设等。 4. 哈勃投资公司日常财务运营管理：投资预算预测管理、资金规划、财报管理、增资及分红管理等。,1、本科及以上学历，中英文流利，英文能作为工作语言。 2、有5年以上投资领域财务工作经验，精通财务尽调、投资业务核算、投资流程； 3、具备财经专业背景和专业能力，投资管理专业优先； 4、有较好的团队沟通和协调能力，具备良好抗压能力。,中国/深圳,营销族,Huawei,2022-03-28 00:00:00+08:00
589,技术专家A,225804,https://career.huawei.com/socRecruitment/services/portal/portalpub/getJobDetail?jobId=225804,,1、独立或带领团队完成财经应用系统代码设计、开发或重构工作； 2、负责财经项目的系统分析和技术架构设计，并主导完成详细设计和编码的任务，确保项目的进度和质量； 3、负责洞察业界技术趋势，指引产品技术演进方向,业务技能要求： 1. 熟悉并掌握以下技术中至少一种：Java及面向对象设计开发，前端开发，数据库，大数据分析及建模等； 2. 精通主流的架构设计方法（微服务架构、分布式架构、高并发架构、云化架构等）； 3. 熟悉Oracle、PG、Gauss A、MySQL至少一种数据库； 4. 有华为软件产品（包括但不限于电信软件、业务软件、IT软件、服务软件、云服务)设计和开发经验的优先。 专业知识要求： 1. 有大型项目的架构设计及落地实施经验； 2. 有高并发、高可用处理和架构能力及经验，熟悉主流的架构设计思想； 3. 优秀的沟通能力和技术影响力，具备良好的学习能力、解决问题能力和创新意识； 4. 具备良好的系统分析能力，良好的抽象思维和逻辑思维能力，独立分析问题解决问题的能力，具有良好的团队合作精神、沟通能力及抗压性。析能力，良好的抽象思维和逻辑思维能力，独立分析问题解决问题的能力，具有良好的团队合作精神、沟通能力及抗压性。,中国/北京,研发族,Huawei,2022-03-28 00:00:00+08:00
590,光技术高级工程师,225361,https://career.huawei.com/socRecruitment/services/portal/portalpub/getJobDetail?jobId=225361,,1、负责PGU单元光学设计、器件方案选型和催熟，输出非性能相关的规格书和设计方案 2、负责HUD空间光学设计，器件方案选型和催熟，输出非性能相关的规格书和设计方案 3、负责关键问题攻关，制程及工艺优化，高质量量产,业务技能要求： 1、具有3年以上PGU或者HUD相关项目开发、测试与维护端到端交付经验 2、掌握PGU和HUD制程及工程设计，光学光路设计优化，光系统补偿原理和设计技术原理 3、精通空间光学仿真、LED等光源原理，熟悉WHUD、ARHUD系统架构 专业知识要求： 1、光学设计业务背景，本科及以上学历，熟悉物理光学、几何光学及波导光学原理 2、熟悉光学仿真，进行过照明光学系统设计，并有过照明系统设计及量产经验 3、精通zemax等光学设计软件，会进行光学光路设计优化设计,中国/东莞,研发族,Huawei,2022-03-26 00:00:00+08:00
591,光技术工程师,225363,https://career.huawei.com/socRecruitment/services/portal/portalpub/getJobDetail?jobId=225363,,1、负责智能大灯PGU模组光学设计、器件方案选型和催熟，输出非性能相关的规格书和设计方案 2、负责智能大灯空间光学设计，器件方案选型和催熟 3、负责关键问题攻关，制程及工艺优化，高质量量产,业务技能要求： 1、光学设计业务背景，本科及以上学历，熟悉物理光学、几何光学及波导光学原理 2、熟悉光学仿真，进行过照明光学系统设计，并有过照明系统设计及量产经验 3、精通zemax等光学设计软件，会进行光学光路设计优化设计 专业知识要求： 1、光学设计业务背景，本科及以上学历，熟悉物理光学、几何光学及波导光学原理 2、熟悉光学仿真，进行过照明光学系统设计，并有过照明系统设计及量产经验 3、精通zemax等光学设计软件，会进行光学光路设计优化设计,中国/东莞,研发族,Huawei,2022-03-26 00:00:00+08:00
592,智能光伏产品经理,225311,https://career.huawei.com/socRecruitment/services/portal/portalpub/getJobDetail?jobId=225311,,"- Strong analytical skills, detail-oriented and strong communication skills; - Experience in PV industry will be an advantage. Be familiar with basic project design principle and product level knowledge - Be responsible of technical part of the inverter / transformer station / BESS solution sales, prepare BOQ, review customer's technical specification, technical clarification based on standard Huawei solution. - Coordinate with account manager, and service manager to manage the price application, project execution.","业务技能要求： 1. Have a good command of the solution capabilities 2. Have a certain understanding of the sales and expansion models of the enterprise business, have strong interpersonal skills, and have business understanding and execution capabilities. 专业知识要求： 1. Bachelor's degree or above, majoring in electrical, power ,solar or other related fields. 2. English as the working language; 3. Good communication and collaboration skills, adapt to international working environments",Spain/Madrid,销售族,Huawei,2022-03-26 00:00:00+08:00
593,BI产品经理 / 需求分析师,225484,https://career.huawei.com/socRecruitment/services/portal/portalpub/getJobDetail?jobId=225484,,1、 负责产品规划及设计，规划产品发展路线，打造完善的BI产品支撑分析决策 2、 负责数据仓库 / BI产品的需求分析及方案设计（包括后台数据库模型及前台展现页面） 3、 负责项目的实施、用户的培训以及上线后的产品运营,业务技能要求： 1、5年及以上数据类产品IT工作经历，主导或参与过企业数据分析产品的方案设计与落地； 2、掌握财经、金融相关的业务知识，具备良好的业务理解力和业务需求分析经验； 3、对企业各领域业务数据及关系有较好理解，如：研发、销售、供应、制造、财务等； 4、具备良好的沟通表达能力； 专业知识要求： 1、具备BI行业软件包(Oracle、SAP、金蝶等)或自研应用的设计实施经验，如财务报告、管理报告、绩效考核、外部合规、风险管理等； 2、精通数据仓库或集市模型设计(如范式、星型或雪花等)； 3、熟悉YBI、Oracle OBIEE报告工具的功能及原理，具备相关实施经验者优先；,中国/深圳,质量与流程IT族,Huawei,2022-03-26 00:00:00+08:00
594,基建商务经理,225066,https://career.huawei.com/socRecruitment/services/portal/portalpub/getJobDetail?jobId=225066,,岗位：高级成本经理 岗位职责：负责华为基建项目造价管理 1. 根据基建项目计划和部门工作目标，负责编制或组织编制大型项目成本预算及资金计划； 2. 项目实施中进度款结算以及组织合同变更费用处理以及组织项目款项的审批； 3. 负责项目造价顾问管理、监控和考核，保证有效控制工程造价。,业务技能要求： 1、至少5年以上大型房地产公司工程造价或商务招标管理及实操经验，经验丰富，至少具有1个大型房建项目全流程采购管理成功经验，擅长处理复杂商务纠纷和有成功的商务谈判经验； 2、有管理岗位相关经验； 3、熟悉香港测量师行合同体系，至少2年及以上香港测量师行QS工作经验或香港等地产公司商务经验； 专业知识要求： 1. 全日制本科及以上，机电 / 土建相关专业； 2. 至少8年以上工程造价管理经验，必须同时具备港式测量师行或业主方成本管理工作经验； 3. 良好的沟通协调能力和团队合作精神，擅长处理复杂变更及分歧谈判。,中国/东莞,后勤&商务服务族,Huawei,2022-03-25 00:00:00+08:00
595,基建项目管理专家（建筑设计 / 精装 / 土建 / 机电 / 幕墙 / 园林 / 项目管理等）,225082,https://career.huawei.com/socRecruitment/services/portal/portalpub/getJobDetail?jobId=225082,,承担基建技术模块建设与优化，确保本领域业界领先。 清晰理解项目定位和要求，理解用户需求并转换为设计语言。 面向大型 / VIP项目，从可运维、可管理和业务侧潜在需求方面提出可行的解决方案，解决专业领域技术管理的系统性问题。 评审大型 / VIP项目设计成果，审核项目变更，组织项目巡检。 主导建立中小型专业线相关专业领域的设计交付标准 / 参与建立大型专业线相关专业领域的设计交付标准，承担本专业的实施落地责任。 参与专业能力提升及流程优化完善（项目交付评价、经验总结、分享与传承）。 参与本专业涉及的供应商资源池建设（需求、认证、考核），参与供应商选择和采购技术选型。 负责中小型专业线专业技术队伍专业能力提升（可选）。,业务技能要求： 1、具有扎实的专业管理能力（建筑 / 土建结构 / 幕墙 / 强电 / 弱电 / 暖通给排水 / 精装 / 软装 / 园林） 2、具有扎实的业务沟通技巧、沟通协调能力、资源调配能力、项目管理能力、向上沟通及利益干系人管理能力 专业知识要求： 深入理解设计与技术管理业务相关知识（建筑 / 土建结构 / 幕墙 / 强电 / 弱电 / 暖通给排水 / 精装 / 软装 / 园林）,中国/东莞,后勤&商务服务族,Huawei,2022-03-25 00:00:00+08:00
596,微波雷达感知 / 拟合专家,224932,https://career.huawei.com/socRecruitment/services/portal/portalpub/getJobDetail?jobId=224932,,负责面向毫米波雷达与感知拟合应用协同设计和关键技术创新，工作范围包括： 1、感知拟合应用技术架构设计，协同毫米波雷达硬件及算法联合设计 2、边缘计算硬件及操作系统、底软平台协同设计，规划版本演进策略 3、感知拟合技术创新，传感器&拟合算法方案设计及实现，持续优化提升算法性能，降低时延及算力要求,业务技能要求： 1、毫米波雷达 / 激光雷达 / 摄像头等传感器或感知拟合技术系统设计五年以上工作经验，具备主导设计感知产品的成功经验 2、精通毫米波 / 激光雷达目标识别技术、视频 / 图像AI识别、AI算法、机器学习 3、具备跨地域、跨团队沟通合作能力 专业知识要求： 精通毫米波 / 激光雷达目标识别技术、视频 / 图像AI识别、AI算法、机器学习,中国/成都,技术族,Huawei,2022-03-25 00:00:00+08:00
597,资深税务经理,224098,https://career.huawei.com/socRecruitment/services/portal/portalpub/getJobDetail?jobId=224098,,1. 及时获取外部间接税、所得税税法政策变化，分析其对华为公司业务影响； 2. 理解华为业务场景和账务核算方案变化，结合税法规则对业务场景进行解读，出具税务处理意见； 3. 结构化解读间接税、所得税税法规则，协助制定解决方案，敏捷支撑各领域业务发展； 4. 负责税务规则管理数字化平台建设。,业务技能要求： 1 . 思维活跃，善于思考和创新，愿意接受有挑战的工作； 2. 有税务数字化方案 / 平台建设经验者和项目运作经验者优先； 3. 具备较强的沟通推动能力，具备良好的职业素养和综合解决问题能力。 专业知识要求： 1. 8年以上知名会计事务所税务咨询或税局工作经验； 2. 具备深厚的税务专业知识和财务知识。,中国/深圳,财经族,Huawei,2022-03-22 00:00:00+08:00
598,通用软件高级工程师,199217,https://career.huawei.com/socRecruitment/services/portal/portalpub/getJobDetail?jobId=199217,,1、完成从客户需求到软件产品定义、架构设计、开发实现、再到上线运营维护等产品生命周期中的各个环节； 2、创造性解决产品在实现过程中的技术难题，应用前沿技术提升产品的核心竞争力，如分布式系统、性能调优、可靠性、数据库等； 3、有机会参与业界前沿技术研究和规划，参与开源社区运作，与全球专家一起工作、交流，构建华为在业界影响力；,业务技能要求： 1、具备丰富的软件开发经验，深入理解并掌握C / C++ / Java / Python / Go编程语言中的一种或多种； 2、有成功的软件重构实践经验，对网络安全、软件重构有深入的理解； 3、具备大数据分析，敏捷开发流程经验优先； 4、对软件工程技术有浓厚兴趣和热情，求知欲和学习能力强，积极探索新技术新方法。具备良好的团队合作意识和良好的跨团队沟通和协作能力； 专业知识要求： 1、计算机 / 软件工程 / 数学 / 大数据 / 人工智能相关专业，本科及以上学历，英语通过四级及以上； 2、熟悉C / C++ / Java / Python / Go中的至少一种，掌握常见的数据结构和算法，编程基础扎实； 3、熟悉软件工程、架构设计、网络安全及软件测试相关方法，熟练使用常用设计模式； 4、理解数据库领域知识，对分布式、一致性等算法有一定理解。,中国/深圳;中国/北京;中国/上海;中国/杭州;中国/西安;中国/成都;中国/东莞;中国/南京;中国/苏州;中国/武汉,研发族,Huawei,2022-03-17 00:00:00+08:00
600,AI产品经理 / 算法专家,223474,https://career.huawei.com/socRecruitment/services/portal/portalpub/getJobDetail?jobId=223474,,1． 深入理解华为财经业务，运用先进AI技术包括但不限于深度学习、增强学习、小样本学习、AutoML框架、自然语言理解和生成、个性化推荐、和运筹优化、时序数据分析等来解决企业尤其是华为财经的各类实际问题，如财经知识图谱实体和关系识别、生成，三表财务指标的预测生成，集团经营规划沙盘推演等； 2． 深刻洞察业务问题，创新性思考并抽象和定义出相应数学问题；理解和分析业务述求，进行数据探索发现，提出可行解决方案并进行验证，通过相关方案评审，引导相关产品团队进行工程化落地； 3． 承担部门技术攻关任务，联接AI应用产品团队，对产品建设中所需重要和关键AI技术、算法进行识别判断，协同团队成员保障产品建设和部门工作目标达成。 4． 培养和带领初级DS，在技术和方法论方面予以指导，对承担的具体攻关课题进行任务分解和对最终结果负责,"业务技能要求： 1. 熟悉NLP、机器学习、深度学习等领域常见算法和前沿技术，有相关项目经历，包括但不限于文本检测、信息抽取、图像处理、知识图谱、机器学习、自动摘要、业务风控、反欺诈等优秀实践 2. 有较强的算法建模实践能力。具有一定的数据结构与算法基础,熟练使用常用的机器学习开源算法库和深度学习框架，熟练使用数据分析开源工具，具备大数据处理相关经验优先。 3. 有多个完整AI应用项目经验，涉及到以上所述的攻关技术领域。并能体现独立思考和攻坚能力，有技术创新经历者优先。 4. 富余探索精神，学习能力、分析解决问题能力，做事认真踏实，有责任心和自驱力，有一定沟通能力。 5. 有一定的英文科研资料阅读能力有理解力。 专业知识要求： 1、世界知名大学博士毕业，专业方向包括计算机科学、统计学、数学、物理、经济学、运筹学等； 2、编程要求：扎实的编程功底，熟练使用PYTHON、SCALA 、JAVA、C++等编程语言，和主流AI建模框架及工具； 3、熟悉大数据分析技术：Hadoop ecosystem, Mahout,Spark,H2O,等计算引擎或平台工具，能够开发高性能分布式算法； 4、熟悉主流的关系数据库、NOSQL、和图数据库; 5、对各类AI / 机器学习算法有丰富经验，有具体工程实践经验者更佳。 6、加分项：有相关学术论文或专利发表",中国/深圳,质量与流程IT族,Huawei,2022-03-17 00:00:00+08:00
602,EDW / BI开发工程师,223374,https://career.huawei.com/socRecruitment/services/portal/portalpub/getJobDetail?jobId=223374,,1、 负责产品核心模块的技术方案设计和开发工作； 2、 负责产品功能 / 非功能(性能、稳定性、可用性等)特性的持续优化及攻关； 3、 承担财经领域数据仓库 / BI产品技术架构规划及演进。,业务技能要求： 1、5年以上EDW / BI领域工作经历，至少两个以上大型项目的落地开发经验； 2、深入了解商业智能、数据仓库、大数据、建模技术、数据挖掘的技术体系； 3、熟悉Ofsaa、Hyperion、SAP等商业软件包套件，对成本分摊、盈利分析、资金转移计价、合并报表等模块有一定的实施经验。 专业知识要求： 满足以下2-3项： 1、熟悉业界主流BI商业软件包工具的原理、开发及部署，如永洪BI、FineBI、Smartbi、OBIEE、Tableau、Qlikview、Power BI； 2、熟悉Oracle、PostgreSQL、Mongodb等主流数据库，具备Greenplum、Teradata、Clickhouse、GaussDB等MPP技术的落地开发经验；熟悉Hadoop生态，对Hive、Flink、Spark、Presto等大数据技术有相关开发经验； 3、熟悉前端开发技术，精通HTML5、CSS3、JavaScript等，熟练使用至少一种js框架，如Reactjs、Angular、Vue等；具有自研前端应用的设计和开发经验，如报告、仪表盘、多维分析、数据可视化大屏等； 4、熟悉后台开发技术，精通Java、Python等，熟悉Springboot、SpringCloud等微服务框架，掌握Docker、K8s等容器化技术应用；具有企业级应用系统的设计和开发经验；,中国/深圳,质量与流程IT族,Huawei,2022-03-17 00:00:00+08:00
604,通用软件工程师,199188,https://career.huawei.com/socRecruitment/services/portal/portalpub/getJobDetail?jobId=199188,,1、参与产品软件研发工作，遵照公司Clean Code标准交付软件代码。 2、承担模块的软件需求分析、设计、代码编写、单元测试、问题定位等工作； 3、参与改进软件产品的性能、可扩展性、稳定性及安全性、关键技术验证及技术风险评估工作。,业务技能要求： 1、具备软件开发经验，熟练掌握C / C++ / Java / Python / Go编程语言中的一种或多种； 2、有成功的软件重构实践经验优先； 3、对软件工程技术有浓厚兴趣和热情，求知欲和学习能力强，具备良好的团队合作意识和良好的跨团队沟通和协作能力。 专业知识要求： 1、计算机 / 软件工程 / 数学 / 大数据 / 人工智能相关专业，本科及以上学历，英语通过四级及以上； 2、熟悉C / C++ / Java / Python / Go中的至少一种，掌握常见的数据结构和算法，编程基础扎实； 3、掌握软件工程、架构设计、网络安全及软件测试相关方法，掌握常用设计模式。,中国/深圳;中国/北京;中国/上海;中国/杭州;中国/东莞;中国/南京;中国/苏州;中国/武汉;中国/西安;中国/成都,研发族,Huawei,2022-03-17 00:00:00+08:00
606,技术架构师,222467,https://career.huawei.com/socRecruitment/services/portal/portalpub/getJobDetail?jobId=222467,,1、 主导财经SaaS产品相关架构设计，构建业界领先的财经SaaS化产品，灵活应对业务变化； 2、 负责领域技术洞察和预研，结合业务对现有系统进行分析，识别技术瓶颈，主动优化，牵引架构持续演进，构建持续的架构竞争力； 3、 参与核心框架代码开发，确保架构准确落地；,"业务技能要求： 1、全日制本科及以上学历，5年以上软件工作经验，3年以上系统架构和设计经验； 2、有服务化、云化架构设计和SAAS产品设计经验优先； 专业知识要求： 专业知识要求（满足以下方向之一）： 一、财经AI方向： 1. 统计学、数学、人工智能、计算机等相关专业统招本科及以上； 2. 具备大数据处理能力，熟练使用大数据技术Hadoop / Spark / Flink中的一种或多种，有大中型项目经验； 3. 有机器学习、深度学习、神经网络等研究及工程化经验，精通Python，熟练使用TensorFlow / PyTorch等主流深度学习框架，熟悉移动深度学习框架TensorFlow Lite或MNN更佳，有财经领域数据分析或者数据挖掘经验，了解财经领域AI及数据科学算法应用落地项目者优先。 4. 精通Java / Scala语言，如并发编程和JVM等，追求高标准的工程质量； 5. 熟悉Oracle、PostgreSQL、Gauss A、MySQL至少一种数据库,熟练运用SQL； 6. 具有DDD、微服务、SaaS化的实践经验优先； 1~3满足至少其中一项要求。 二、财经交易方向： 1、精通Java编程语言，熟悉微服务架构及Spring Cloud、Dubbo等框架。 2、主导过大型分布式应用系统的规划、设计、实施和开发，对云原生SaaS应用有深入理解。 3、熟悉资金、账务、税务、预算预测等财经业务并有相关经验者优先。 三、多维数据库方向： 1、理解Oracle、DB2、SQL Server、MySQL、Sybase、HANA等至少一种主流关系型数据库的底层架构和最佳实践方案。 2、熟悉Hyperion Essbase、Express Server、TM1、Mondrian、Kylin等多维数据库或多维引擎，具有相关的设计、开发、运维经验。 3、精通Java编程语言，熟悉Springboot、SpringCloud等微服务框架和掌握Docker、K8s等容器化技术应用者优先 4、有EssBase相关工作经验的优先；",中国/深圳,质量与流程IT族,Huawei,2022-03-16 00:00:00+08:00
607,AI产品经理 / 需求分析师,222906,https://career.huawei.com/socRecruitment/services/portal/portalpub/getJobDetail?jobId=222906,,1、负责产品洞察、规划及设计，能够发掘、理解、分析、解决业务需求和痛点，搭建业务团队和IT产品团队的沟通桥梁； 2、负责财经数字化产品需求到解决方案设计与交付，基于用户调研、数据分析等挖掘有效信息，识别产品痛点和机会点，并输出相应的解决方案； 3、打造业务领先产品，研究并理解业界最佳实践，牵引企业知识管理产品、企业风控产品、规划推演产品、预算预测产品等财经数字化产品架构落地和演进,业务技能要求： 1、全日制本科及以上学历，3年以上财经、供应链、风控系统、知识管理等业务领域需求分析、产品设计、工程实施相关工作经验； 2、熟悉产品设计相关方法，具备良好的业务理解和沟通能力，能够独立承担项目需求调研、需求分析、方案设计等 3、有企业知识管理相关产品经验、企业风控优秀实践、自研大数据预测系统经验、数据科学算法工程化实践等经验着优先； 专业知识要求： 具备以下一项以上的专业技能： 1、具备良好的数据分析能力，熟练运用SQL与ETL工具及可视化工具如Tableau等，熟悉R、SAS、SPSS等统计分析软件者优先；具备大数据分析能力，熟练运用SQL； 2、熟悉EPM业界软件包(Oracle、SAP、Tagetik、Anaplan、蓝科、金蝶、用友、元年等)至少一种，有上述产品设计经验优先； 3、熟练使用python，了解数据结构，了解常见的机器学习、深度学习算法和框架，有优秀实践经验优先,中国/深圳,质量与流程IT族,Huawei,2022-03-16 00:00:00+08:00
610,前端架构师 / 前端开发工程师,222419,https://career.huawei.com/socRecruitment/services/portal/portalpub/getJobDetail?jobId=222419,,1、负责财经相关的Web和移动产品的技术方案和开发交付，达成业务目标。 2、独立完成项目的系统分析和技术架构设计，并主导完成详细设计和编码的任务，确保项目的进度和质量。 3、维护和升级现有软件产品和系统，快速定位并修复现有软件缺陷。,业务技能要求： 1、全日制本科及以上学历，3年以上前端开发经验。有大型系统前端架构以及落地经验优先； 2、具有良好的沟通能力，刻苦、敬业、有上进心，有良好的团队合作精神； 3、对技术有激情，喜欢钻研，能快速接受和掌握新技术，有较强的独立、主动的学习能力； 4、有Serverless（NodeJS）或BI开发经验的优先。 专业知识要求： 1、熟练掌握JavaScript、HTML、CSS、HTTP等前端技术，对主流前端解决方案（React、Vue 等）有深入理解。 2、熟练掌握微前端架构，对于CSS样式优化，Web性能优化，模块化编程以及Webpack构建问题，SEO等有较深的研究，能在合理的场景采用合理的技术架构。 3、掌握前端基础知识，包括但不限于对象、闭包、继承、function、函数式编程、BOM常用API、客户端存储。 4、有快速定位问题和解决问题的能力，掌握常用的JS设计模式、掌握基础的代码重构方法论。,中国/深圳,质量与流程IT族,Huawei,2022-03-16 00:00:00+08:00
612,前端架构师 / 前端开发工程师,222666,https://career.huawei.com/socRecruitment/services/portal/portalpub/getJobDetail?jobId=222666,,1、负责财经相关的Web和移动产品的技术方案和开发交付，达成业务目标。 2、独立完成项目的系统分析和技术架构设计，并主导完成详细设计和编码的任务，确保项目的进度和质量。 3、维护和升级现有软件产品和系统，快速定位并修复现有软件缺陷。,业务技能要求： 1、全日制本科及以上学历，5年以上前端开发经验。有大型系统前端架构以及落地经验优先； 2、具有良好的沟通能力，刻苦、敬业、有上进心，有良好的团队合作精神； 3、对技术有激情，喜欢钻研，能快速接受和掌握新技术，有较强的独立、主动的学习能力； 4、有Serverless（NodeJS）或BI开发经验优先。 专业知识要求： 1、熟练掌握JavaScript、HTML、CSS、HTTP等前端技术，对主流前端解决方案（React、Vue 等）有深入理解。 2、熟练掌握微前端架构，对于CSS样式优化，Web性能优化，模块化编程以及Webpack构建问题，SEO等有较深的研究，能在合理的场景采用合理的技术架构。 3、掌握前端基础知识，包括但不限于对象、闭包、继承、function、函数式编程、BOM常用API、客户端存储。 4、有快速定位问题和解决问题的能力，掌握常用的JS设计模式、掌握基础的代码重构方法论。,中国/深圳,质量与流程IT族,Huawei,2022-03-16 00:00:00+08:00
615,数字化解决方案架构师,222152,https://career.huawei.com/socRecruitment/services/portal/portalpub/getJobDetail?jobId=222152,,1. 深刻理解财经各领域业务战略、业务运作模式，挖掘业务痛点和诉求； 2. 结合业务规划、财经数字化战略，开展内部客户研究、行业洞察，识别数字化变革机会点，制定财经领域变革规划，对规划的可行性和价值目标达成负责。 3. 面向财经各业务领域、变革项目，进行的端到端解决方案设计，并对解决方案的成功落实负责； 4. 管理并看护财经各领域架构，实现架构有序演进； 5. 成为财经业务值得信赖和依靠的伙伴。,业务技能要求： 1、具有广阔的视野，具备对复杂企业所处行业、运营模式、业务流程的理解和洞察力； 2、熟悉企业架构方法论及软件工程方法，对业务 / 架构 / 技术有较强的架构设计和规划能力； 3、熟悉ERP、EPM、TMS、PO&M等应用软件或成功主导过大型软件交付落地； 4、精通Saas产品架构和运营运维模式，主导过大型Saas产品或平台建设； 5、良好的沟通交流能力，有较强的独立解决问题、自主学习的能力，能快速熟悉并掌握新技术； （3和4至少满足一项要求） 专业知识要求： 1、有8年以上+大型变革与项目解决方案经验； 2、精通财务会计、税务管理、资金管理、子公司管理、定价、经营管理等至少1个领域业务； 3、熟悉SaaS云、大数据、AI等新兴技术实践； 4、熟悉预算预测、经营分析或财报分析等业务场景者优先； 5、精通设计模式，熟悉领域驱动设计者优先；,中国/上海,质量与流程IT族,Huawei,2022-03-15 00:00:00+08:00
616,知识管理专家,221989,https://career.huawei.com/socRecruitment/services/portal/portalpub/getJobDetail?jobId=221989,,承担专业领域知识管理职责，主导知识管理体系设计及领域落地，负责知识平台的演进规划及长效运营,业务技能要求： 1、具有知识管理业务架构设计能力，有系统性思维，能系统地从业务痛点设计知识管理体系到规划可行的实施方案。 2、有丰富的知识管理业务经验。 3、有一定的知识管理平台设计及运营的经验。 4、对业界知识管理及知识服务有敏锐的洞察能力，具有好奇心和创新意识，思维活跃，能够发现业界好的产品的特性，发现的产品及运营中的问题，不断改进和优化。 专业知识要求： 1、熟悉知识管理理念、方法； 2、熟悉知识管理体系； 3、了解知识服务产品的设计及运营； 4、对知识管理行业及知识服务产品有一定的研究和洞察。,中国/深圳,质量与流程IT族,Huawei,2022-03-15 00:00:00+08:00
